base_name,GT_Density_Metric,Completed_Density_Metric
ground_779_gt.ply,0.0539028600849303,0.02939003614443205
ground_679_gt.ply,0.03703063403793751,0.020561514006229485
ground_128_gt.ply,0.1499531133458325,0.07280871156217195
ground_1417_gt.ply,0.1466885911594178,0.07095105552963885
ground_1346_gt.ply,0.14358956256860303,0.0690433782663082
ground_1246_gt.ply,0.06753316237953345,0.03711049903315171
ground_704_gt.ply,0.03877647717890307,0.024223166378829118
ground_604_gt.ply,0.14760000096800444,0.0706854743281861
ground_155_gt.ply,0.14440598064416008,0.06906373180455479
ground_911_gt.ply,0.06781258092443576,0.03917943871609653
ground_811_gt.ply,0.07723290310333004,0.04072937408884923
ground_972_gt.ply,0.03563567527171033,0.03148495183248839
ground_1409_gt.ply,0.14008179976174276,0.06729893863052135
ground_1358_gt.ply,0.15072257985486884,0.07248664406960592
ground_872_gt.ply,0.07738907458449074,0.03809948371132246
ground_1258_gt.ply,0.04258881068473642,0.028173119203330994
ground_62_gt.ply,0.1451559996530899,0.06992535254987096
ground_281_gt.ply,0.15481368051833524,0.07395796650726777
ground_767_gt.ply,0.05788308352823538,0.03191102197685581
ground_381_gt.ply,0.1433613291873606,0.06832287798107924
ground_667_gt.ply,0.05277027307056525,0.029794147939149158
ground_136_gt.ply,0.14700495104861086,0.07164881231257471
ground_1192_gt.ply,0.05356250965873015,0.03239675353422636
ground_1325_gt.ply,0.14493149816783377,0.06968812146805145
ground_1092_gt.ply,0.055863900489840385,0.03537414206952486
ground_1225_gt.ply,0.07171802306924004,0.04296850725950336
ground_1254_gt.ply,0.04953390554030837,0.02997067035074475
ground_1354_gt.ply,0.1423917449368598,0.06741437309256994
ground_1405_gt.ply,0.1492314108384695,0.07144786550613379
ground_147_gt.ply,0.15406504445530736,0.07410327603571298
ground_616_gt.ply,0.14574168163500562,0.06970240924247233
ground_716_gt.ply,0.04258431138448254,0.030085597573600187
ground_1229_gt.ply,0.07074275166501075,0.03863463171259616
ground_803_gt.ply,0.061395072741818,0.036509232374274454
ground_13_gt.ply,0.14777640739223802,0.06866394263962709
ground_1329_gt.ply,0.1411337830222606,0.06927923814472324
ground_903_gt.ply,0.07866008242943405,0.047611482464296175
ground_860_gt.ply,0.062043582387489,0.03398599971656836
ground_70_gt.ply,0.14999512761271389,0.0739266689908456
ground_960_gt.ply,0.07717137279702092,0.0392935922657325
ground_124_gt.ply,0.14873758593722994,0.07386745075734807
ground_675_gt.ply,0.0174529944953304,0.011924165455583747
ground_393_gt.ply,0.1529216072203835,0.07427659422567708
ground_775_gt.ply,0.046207873199023156,0.027606812912027094
ground_293_gt.ply,0.14928069452077902,0.07280452256482157
ground_1237_gt.ply,0.072187205284092,0.046125455686718074
ground_1080_gt.ply,0.0626315868062421,0.03820683455653988
ground_1337_gt.ply,0.14267508234192725,0.06849792604341749
ground_1180_gt.ply,0.07248443358135374,0.043735523017326264
ground_159_gt.ply,0.15449645718377714,0.07477019569128296
ground_608_gt.ply,0.1505694039773409,0.07329599628076158
ground_708_gt.ply,0.05079048192056886,0.024208842775823598
ground_58_gt.ply,0.1504775487622927,0.07291034963232253
ground_848_gt.ply,0.07652234522755541,0.04161000909508048
ground_1262_gt.ply,0.0772082512380183,0.03820113223393168
ground_1433_gt.ply,0.13918476495392315,0.0673069021091102
ground_948_gt.ply,0.07178843102171464,0.03933170113919407
ground_1362_gt.ply,0.14706704146314284,0.07100114455721508
ground_25_gt.ply,0.15144778112428006,0.07232109854159761
ground_835_gt.ply,0.056595062297719635,0.03634410804446148
ground_935_gt.ply,0.05974441164130951,0.032733633045042954
ground_620_gt.ply,0.15594715123743802,0.07350381643691123
ground_171_gt.ply,0.1422957116476039,0.0663800919211971
ground_497_gt.ply,0.14686627326982254,0.07102542849249874
ground_720_gt.ply,0.042588559492358985,0.019502327203511242
ground_597_gt.ply,0.1439737232109267,0.0704038133803248
ground_6_gt.ply,0.14925262733199313,0.07251122983286172
ground_643_gt.ply,0.1517788598269031,0.07378033923165375
ground_112_gt.ply,0.1417553719509321,0.06965130821568713
ground_743_gt.ply,0.025657077118678717,0.027197610865174388
ground_46_gt.ply,0.14611401294191015,0.06937687523313217
ground_856_gt.ply,0.05348357635809693,0.03475113799126602
ground_956_gt.ply,0.0733554277489872,0.037827836773036375
ground_489_gt.ply,0.1517574754344061,0.07393128998544553
ground_589_gt.ply,0.15341247565832317,0.07441730025367158
ground_1201_gt.ply,0.07070134992738886,0.039398101140213665
ground_1301_gt.ply,0.14818530842144775,0.06989864336057884
ground_1370_gt.ply,0.1448572119025141,0.07042102502535467
ground_1421_gt.ply,0.1440410014828223,0.06732604792490769
ground_1270_gt.ply,0.04540781954152583,0.033163035016639496
ground_927_gt.ply,0.06618094770218823,0.03486330290804394
ground_37_gt.ply,0.14172333304183923,0.06865885600056833
ground_827_gt.ply,0.07544440729806466,0.0376185350914877
ground_585_gt.ply,0.14921500602167467,0.07048870707946
ground_732_gt.ply,0.041760004243895796,0.020691836903612273
ground_485_gt.ply,0.15386598217523045,0.07377934375196286
ground_163_gt.ply,0.15237499214419933,0.07373355984750256
ground_632_gt.ply,0.1490839102020785,0.07158711126184608
ground_751_gt.ply,0.03668718762039303,0.021379515827251994
ground_100_gt.ply,0.1576267556818247,0.07168032002486394
ground_651_gt.ply,0.042835500647222205,0.028588304932315328
ground_944_gt.ply,0.0582634749273821,0.04128741370571326
ground_54_gt.ply,0.15067896597051994,0.07006516520253568
ground_844_gt.ply,0.061766813656302225,0.03485761156312535
ground_1313_gt.ply,0.14943646638156421,0.07367807870926132
ground_939_gt.ply,0.07410865049834862,0.042419923988464836
ground_1442_gt.ply,0.15628324579940334,0.07224544420695031
ground_29_gt.ply,0.1501391725769466,0.07420472714797854
ground_1213_gt.ply,0.074995471642287,0.04464562330075882
ground_839_gt.ply,0.05937712664103991,0.031509967387534914
ground_1173_gt.ply,0.072987691771479,0.0402087118754301
ground_1073_gt.ply,0.07072347117465017,0.03487232217247468
ground_260_gt.ply,0.14606036704392183,0.06896040870334683
ground_531_gt.ply,0.14890551885643563,0.07334604986761839
ground_786_gt.ply,0.033832503050854015,0.013645525510062793
ground_360_gt.ply,0.14941977781353574,0.07327387268029469
ground_431_gt.ply,0.1514133068719757,0.07326058418874169
ground_686_gt.ply,0.03953948936005999,0.02374160892467846
ground_993_gt.ply,0.04305735375066657,0.030615613901749234
ground_893_gt.ply,0.07578542284620773,0.03740202579667075
ground_83_gt.ply,0.15107844843380266,0.07349115055971919
ground_203_gt.ply,0.15431043934185074,0.07180126034735411
ground_552_gt.ply,0.14637407296788177,0.07032546650578254
ground_303_gt.ply,0.14287818955224277,0.06964761386725568
ground_452_gt.ply,0.14962407287849128,0.0724989026020953
ground_1110_gt.ply,0.03996423333386823,0.036743738803788575
ground_1010_gt.ply,0.03939584681279284,0.031115741465307014
ground_798_gt.ply,0.05670519870810176,0.03485468058978171
