base_name,GT_Median_Distance_Metric,Completed_Median_Distance_Metric
ground_779_gt.ply,0.04793357270337128,0.022487655099035078
ground_679_gt.ply,0.03181339905240548,0.015740849210901506
ground_128_gt.ply,0.1525388596884698,0.0742478477501885
ground_1417_gt.ply,0.1487952676204355,0.07310011799952854
ground_1346_gt.ply,0.14376611967319963,0.07088874716186735
ground_1246_gt.ply,0.058438662533667377,0.027371739359014328
ground_704_gt.ply,0.034863952959542276,0.018110844934565683
ground_604_gt.ply,0.14676714380425565,0.0717910214965767
ground_155_gt.ply,0.14450018406242293,0.06910732335785427
ground_911_gt.ply,0.06663940135796675,0.03248885717396843
ground_811_gt.ply,0.0714036026257175,0.03295382330909159
ground_972_gt.ply,0.03395783712624365,0.01642872665740494
ground_1409_gt.ply,0.1393684246569327,0.06626051294884447
ground_1358_gt.ply,0.15062069867169647,0.07331956417142688
ground_872_gt.ply,0.06090303401538282,0.029182608359780933
ground_1258_gt.ply,0.03851721106598434,0.019366658756142276
ground_62_gt.ply,0.14517589562744249,0.07348781529395013
ground_281_gt.ply,0.1587243139092454,0.0763821578479061
ground_767_gt.ply,0.05744607141532557,0.025648896914740527
ground_381_gt.ply,0.14656587605552363,0.07052254293914667
ground_667_gt.ply,0.0497781883560419,0.024630164891769373
ground_136_gt.ply,0.14945427560077262,0.07451018906800697
ground_1192_gt.ply,0.04644548004712298,0.022826234919726764
ground_1325_gt.ply,0.143340080289398,0.07100580113356497
ground_1092_gt.ply,0.055277328497762866,0.02716369725039123
ground_1225_gt.ply,0.06907522712452743,0.030706893723347096
ground_1254_gt.ply,0.04730339725142286,0.022055122682281943
ground_1354_gt.ply,0.13838662792900108,0.06759814053935045
ground_1405_gt.ply,0.15481100333227485,0.07409931078467982
ground_147_gt.ply,0.15811732673222534,0.07612813611270561
ground_616_gt.ply,0.14424089917817445,0.06918470455938847
ground_716_gt.ply,0.03898359656805483,0.02004526405239518
ground_1229_gt.ply,0.0670530102810874,0.031114435979069183
ground_803_gt.ply,0.054219201649059565,0.025362046396714688
ground_13_gt.ply,0.14829471072242356,0.07210137885406259
ground_1329_gt.ply,0.13815539105167227,0.06918685918600989
ground_903_gt.ply,0.06955335616360729,0.03256535594555616
ground_860_gt.ply,0.05934716238244254,0.028893014422967777
ground_70_gt.ply,0.15044871601872495,0.07684561889403778
ground_960_gt.ply,0.06747611927559807,0.030506466265081557
ground_124_gt.ply,0.15056369452718876,0.07744729370401818
ground_675_gt.ply,0.01591451963314024,0.008693649993774758
ground_393_gt.ply,0.1549141846655171,0.07669826392826117
ground_775_gt.ply,0.0443668277340345,0.022597709317835134
ground_293_gt.ply,0.15434119956185838,0.07719240996237017
ground_1237_gt.ply,0.06936313435053032,0.033575258840520456
ground_1080_gt.ply,0.06102098851018589,0.029080589301516975
ground_1337_gt.ply,0.1429095380739115,0.06777317940033976
ground_1180_gt.ply,0.07013321069654851,0.03356648945801438
ground_159_gt.ply,0.15637134978892986,0.07643232747081884
ground_608_gt.ply,0.15279720234611494,0.07489340106752922
ground_708_gt.ply,0.04423156178286455,0.022019785412655007
ground_58_gt.ply,0.1551585706346007,0.07468011264934385
ground_848_gt.ply,0.06670823945903526,0.032450849829156914
ground_1262_gt.ply,0.07128902691866218,0.03239429588791433
ground_1433_gt.ply,0.1398697110989988,0.06846942951487683
ground_948_gt.ply,0.05684156357166564,0.026311774295797674
ground_1362_gt.ply,0.15008032614038347,0.07274170688855755
ground_25_gt.ply,0.14631649001626285,0.0730031307984384
ground_835_gt.ply,0.051781434167207735,0.023431016908370336
ground_935_gt.ply,0.059710967310631,0.027132599717367693
ground_620_gt.ply,0.15657074245290026,0.07439314409048144
ground_171_gt.ply,0.13935269900741748,0.06706420903411955
ground_497_gt.ply,0.15101143056576935,0.07049214999871274
ground_720_gt.ply,0.03916586631585459,0.01755454796463305
ground_597_gt.ply,0.14480173889990838,0.07085884680299963
ground_6_gt.ply,0.15151092338699773,0.07580049840066763
ground_643_gt.ply,0.15126916696110065,0.0752349940218196
ground_112_gt.ply,0.1363594089875514,0.07107029569830206
ground_743_gt.ply,0.019506552855786,0.015128886660556583
ground_46_gt.ply,0.1490894997078952,0.07107421058193361
ground_856_gt.ply,0.046434999322697054,0.0218889620068223
ground_956_gt.ply,0.07031358672295386,0.03374327937031526
ground_489_gt.ply,0.1552868821814324,0.07736883954538437
