base_name,Hausdorff_Distance
ground_nofloor_164_gt.ply,0.6105697363645523
ground_nofloor_482_gt.ply,0.5874722532211664
ground_nofloor_582_gt.ply,0.9012078260682771
ground_nofloor_119_gt.ply,0.6340036506470506
ground_nofloor_65_gt.ply,0.4151929394549212
ground_nofloor_107_gt.ply,0.5187919653419101
ground_nofloor_18_gt.ply,0.24635541361478422
ground_nofloor_69_gt.ply,0.6472084160308575
ground_nofloor_590_gt.ply,0.94959677889238
ground_nofloor_490_gt.ply,0.7723461010641157
ground_nofloor_176_gt.ply,0.6868061164541882
ground_nofloor_627_gt.ply,0.9079386891930721
ground_nofloor_14_gt.ply,0.42057571146476513
ground_nofloor_168_gt.ply,0.4805766166376915
ground_nofloor_77_gt.ply,0.5831735734233224
ground_nofloor_115_gt.ply,0.6169156973658669
ground_nofloor_611_gt.ply,0.5629537600155883
ground_nofloor_140_gt.ply,0.6140625011272545
ground_nofloor_22_gt.ply,0.46497100655018503
ground_nofloor_41_gt.ply,0.3577689328311235
ground_nofloor_294_gt.ply,0.6038883393312006
ground_nofloor_394_gt.ply,1.1105523443062506
ground_nofloor_123_gt.ply,0.503885684776758
ground_nofloor_152_gt.ply,0.6411772187736935
ground_nofloor_603_gt.ply,0.8594745374228152
ground_nofloor_398_gt.ply,0.5749078500343617
ground_nofloor_298_gt.ply,0.609934221689921
ground_nofloor_30_gt.ply,0.6140421002436751
ground_nofloor_53_gt.ply,0.5910064808901442
ground_nofloor_131_gt.ply,0.4950328232948646
ground_nofloor_386_gt.ply,0.6523101363311077
ground_nofloor_286_gt.ply,0.6076749600066211
ground_nofloor_351_gt.ply,0.5762186824715063
ground_nofloor_400_gt.ply,0.4112517972462254
ground_nofloor_251_gt.ply,0.8471394193143285
ground_nofloor_500_gt.ply,0.688029282423185
ground_nofloor_84_gt.ply,0.4389678298406029
ground_nofloor_185_gt.ply,0.44833070171562633
ground_nofloor_332_gt.ply,0.8838944731250225
ground_nofloor_463_gt.ply,0.48458507765472475
ground_nofloor_232_gt.ply,0.901709080410975
ground_nofloor_563_gt.ply,0.5552410326428475
ground_nofloor_512_gt.ply,0.5856156248093576
ground_nofloor_243_gt.ply,0.3374215211533306
ground_nofloor_412_gt.ply,0.4584736034990955
ground_nofloor_343_gt.ply,0.8568467775375627
ground_nofloor_96_gt.ply,0.35866273609893556
ground_nofloor_189_gt.ply,0.3458760193485541
ground_nofloor_571_gt.ply,1.1342643693603982
ground_nofloor_220_gt.ply,0.7206120512512619
ground_nofloor_471_gt.ply,0.4264319547393814
ground_nofloor_320_gt.ply,0.8208251937911294
ground_nofloor_197_gt.ply,0.6992381811004076
ground_nofloor_88_gt.ply,0.4356723617748734
ground_nofloor_275_gt.ply,0.40489326556160626
ground_nofloor_524_gt.ply,0.6565599014570167
ground_nofloor_375_gt.ply,0.6426734651252465
ground_nofloor_424_gt.ply,0.6010597093054237
ground_nofloor_208_gt.ply,0.7685735070533501
ground_nofloor_559_gt.ply,0.6631255847343486
ground_nofloor_308_gt.ply,0.6581270548531312
ground_nofloor_459_gt.ply,0.8097360501712738
ground_nofloor_216_gt.ply,0.4426739066357769
ground_nofloor_547_gt.ply,0.6492155250528081
ground_nofloor_316_gt.ply,0.5592183219537247
ground_nofloor_447_gt.ply,0.53268574815064
ground_nofloor_6_gt.ply,0.8320556689276009
ground_nofloor_436_gt.ply,0.6644525688399278
ground_nofloor_367_gt.ply,0.6906497024123177
ground_nofloor_536_gt.ply,0.43767300321556163
ground_nofloor_267_gt.ply,0.6971556365376971
ground_nofloor_428_gt.ply,0.5850092923885897
ground_nofloor_379_gt.ply,0.45260829412150716
ground_nofloor_528_gt.ply,0.7292276055766516
ground_nofloor_279_gt.ply,0.5814006035207288
ground_nofloor_455_gt.ply,0.722999964351197
ground_nofloor_304_gt.ply,0.5031310480759449
ground_nofloor_555_gt.ply,0.5264542308076418
ground_nofloor_204_gt.ply,0.4285507478838961
ground_nofloor_573_gt.ply,0.3772536108300844
ground_nofloor_222_gt.ply,0.4263728793164538
ground_nofloor_473_gt.ply,0.4896787897415164
ground_nofloor_322_gt.ply,0.3522182892022826
ground_nofloor_195_gt.ply,0.8196137286084041
ground_nofloor_510_gt.ply,0.6540436346457689
ground_nofloor_241_gt.ply,0.8165299827090078
ground_nofloor_410_gt.ply,0.5981776716637065
ground_nofloor_341_gt.ply,0.8026495574265409
ground_nofloor_94_gt.ply,0.35747290789118663
ground_nofloor_98_gt.ply,0.4710338703865216
ground_nofloor_187_gt.ply,0.69067413312772
ground_nofloor_330_gt.ply,0.601964661519787
ground_nofloor_461_gt.ply,0.9135426638071703
ground_nofloor_230_gt.ply,0.640274241279829
ground_nofloor_561_gt.ply,0.7992640992623943
ground_nofloor_353_gt.ply,0.6248091728573082
ground_nofloor_402_gt.ply,0.6882044876365325
ground_nofloor_253_gt.ply,0.5681110232551992
ground_nofloor_502_gt.ply,0.44380403482794945
ground_nofloor_199_gt.ply,0.5061044488614566
ground_nofloor_86_gt.ply,0.3622349179920649
ground_nofloor_457_gt.ply,0.7850434109543794
ground_nofloor_306_gt.ply,0.6551183038113922
ground_nofloor_557_gt.ply,0.8665093030300409
ground_nofloor_206_gt.ply,0.8434260824619356
ground_nofloor_4_gt.ply,0.5073306519850723
ground_nofloor_434_gt.ply,0.7595306583861479
ground_nofloor_365_gt.ply,0.41258464411562956
ground_nofloor_534_gt.ply,0.7330869727184425
ground_nofloor_265_gt.ply,0.3791902892935816
ground_nofloor_449_gt.ply,0.5933063837662534
ground_nofloor_318_gt.ply,0.7199582881270256
ground_nofloor_549_gt.ply,0.7008763127265589
ground_nofloor_218_gt.ply,0.9254737328357089
ground_nofloor_269_gt.ply,0.7771514082205319
ground_nofloor_538_gt.ply,0.41455355720366965
ground_nofloor_8_gt.ply,0.10138821122401843
ground_nofloor_369_gt.ply,0.6309293898482138
ground_nofloor_438_gt.ply,0.8475723509187824
ground_nofloor_214_gt.ply,0.5896195877144768
ground_nofloor_545_gt.ply,0.6356582597808431
ground_nofloor_314_gt.ply,0.6346656572466182
ground_nofloor_445_gt.ply,0.4455188354719288
ground_nofloor_277_gt.ply,0.6064573261472767
ground_nofloor_526_gt.ply,0.6915301930684621
ground_nofloor_377_gt.ply,0.5064502759079125
ground_nofloor_426_gt.ply,1.2312309918777815
ground_nofloor_75_gt.ply,0.8716074022473647
ground_nofloor_117_gt.ply,0.5719616082191064
ground_nofloor_592_gt.ply,0.7851994900397268
ground_nofloor_492_gt.ply,0.878418218806656
ground_nofloor_174_gt.ply,0.6768007304531156
ground_nofloor_625_gt.ply,0.9978988086149755
ground_nofloor_109_gt.ply,0.34863357152062097
ground_nofloor_16_gt.ply,0.3886436005764904
ground_nofloor_67_gt.ply,0.5842454473525455
ground_nofloor_629_gt.ply,0.5362400264422807
ground_nofloor_178_gt.ply,0.7013460327172885
ground_nofloor_105_gt.ply,0.952377454426709
ground_nofloor_166_gt.ply,0.6602334085479888
ground_nofloor_480_gt.ply,0.6236247406797477
ground_nofloor_580_gt.ply,0.5627317616909895
ground_nofloor_79_gt.ply,0.3128506999864045
ground_nofloor_51_gt.ply,0.8590943980017461
ground_nofloor_133_gt.ply,0.5599302726183473
ground_nofloor_384_gt.ply,0.61691742563025
ground_nofloor_284_gt.ply,0.6784877992900461
ground_nofloor_150_gt.ply,0.7313720025500475
ground_nofloor_601_gt.ply,0.6292376747639534
ground_nofloor_32_gt.ply,0.2105966044502924
ground_nofloor_43_gt.ply,0.9994105200504295
ground_nofloor_296_gt.ply,0.7189510625858151
ground_nofloor_396_gt.ply,0.6608974067382051
ground_nofloor_121_gt.ply,0.34159146285580666
ground_nofloor_613_gt.ply,0.7136408681569709
ground_nofloor_142_gt.ply,0.7367040821342229
ground_nofloor_20_gt.ply,0.40074963323241997
ground_nofloor_288_gt.ply,0.4271963981559552
ground_nofloor_388_gt.ply,0.7049486926267072
ground_nofloor_541_gt.ply,0.9135226961181424
ground_nofloor_210_gt.ply,0.5300716337471086
ground_nofloor_441_gt.ply,0.518598205412986
ground_nofloor_310_gt.ply,0.6184787569139744
ground_nofloor_522_gt.ply,0.6149052543961769
ground_nofloor_273_gt.ply,0.6556843668515775
ground_nofloor_422_gt.ply,0.7350125554203517
ground_nofloor_373_gt.ply,0.7287112164438027
ground_nofloor_302_gt.ply,0.7144137558327974
ground_nofloor_453_gt.ply,0.9800572875527954
ground_nofloor_202_gt.ply,0.6176312066683833
ground_nofloor_553_gt.ply,0.6942277831539965
ground_nofloor_0_gt.ply,0.40157852523984633
ground_nofloor_361_gt.ply,0.3523197757180677
ground_nofloor_430_gt.ply,0.90957143407804
ground_nofloor_261_gt.ply,0.6597581331825829
ground_nofloor_530_gt.ply,0.6700858240595298
ground_nofloor_183_gt.ply,0.861494038662144
ground_nofloor_465_gt.ply,0.9531733311289102
ground_nofloor_334_gt.ply,0.9712526483369719
ground_nofloor_565_gt.ply,0.695897601120122
ground_nofloor_234_gt.ply,0.5586054959462929
ground_nofloor_418_gt.ply,0.9044678890932527
ground_nofloor_349_gt.ply,0.34082754787233216
ground_nofloor_518_gt.ply,0.7847074416207027
ground_nofloor_249_gt.ply,0.5404628417278768
ground_nofloor_82_gt.ply,0.37459798120371973
ground_nofloor_406_gt.ply,0.5589400526613358
ground_nofloor_357_gt.ply,0.5898887389363663
ground_nofloor_506_gt.ply,0.9754759592852597
ground_nofloor_257_gt.ply,0.8850317821802138
ground_nofloor_226_gt.ply,0.42157150309186636
ground_nofloor_577_gt.ply,0.8830765285093178
ground_nofloor_326_gt.ply,0.4256477173402923
ground_nofloor_477_gt.ply,0.5497555151818412
ground_nofloor_191_gt.ply,1.0286309882602926
ground_nofloor_238_gt.ply,0.5647796340835363
ground_nofloor_569_gt.ply,0.5090693785001357
ground_nofloor_338_gt.ply,0.6862328823860305
ground_nofloor_469_gt.ply,0.518498682022083
ground_nofloor_90_gt.ply,0.4926543161004523
ground_nofloor_245_gt.ply,0.5824530489469212
ground_nofloor_514_gt.ply,0.7379107187647979
ground_nofloor_345_gt.ply,0.4797813020819713
ground_nofloor_414_gt.ply,0.5644092136717128
ground_nofloor_292_gt.ply,0.5466604613482664
ground_nofloor_392_gt.ply,0.9887575649889516
ground_nofloor_125_gt.ply,0.5752329743813678
ground_nofloor_158_gt.ply,0.6771172286907235
ground_nofloor_609_gt.ply,0.61905571667146
ground_nofloor_47_gt.ply,0.5546752854398109
ground_nofloor_24_gt.ply,0.5437936764479845
ground_nofloor_59_gt.ply,0.4367215829642894
ground_nofloor_146_gt.ply,0.8849257533153189
ground_nofloor_617_gt.ply,0.715630274960338
ground_nofloor_137_gt.ply,0.8482523110247636
ground_nofloor_380_gt.ply,0.653577411578937
ground_nofloor_280_gt.ply,0.8691826990776262
ground_nofloor_28_gt.ply,0.3493573149596123
ground_nofloor_55_gt.ply,0.3361934212564423
ground_nofloor_36_gt.ply,0.43948963394807045
ground_nofloor_129_gt.ply,0.5734343229454955
ground_nofloor_605_gt.ply,0.7067797808672031
ground_nofloor_154_gt.ply,0.36166235628781607
ground_nofloor_101_gt.ply,0.8211948055350479
ground_nofloor_63_gt.ply,0.5390887776321112
ground_nofloor_162_gt.ply,0.7663485327201218
ground_nofloor_484_gt.ply,0.5370987430984446
ground_nofloor_584_gt.ply,0.5454127920940842
ground_nofloor_113_gt.ply,0.25354333807457535
ground_nofloor_71_gt.ply,0.33789130244171406
ground_nofloor_588_gt.ply,0.47762094667722793
ground_nofloor_488_gt.ply,0.6385501711677541
ground_nofloor_12_gt.ply,0.458332116947819
ground_nofloor_596_gt.ply,0.7030947906679221
ground_nofloor_496_gt.ply,0.7306290397004828
ground_nofloor_621_gt.ply,0.9203574056469165
ground_nofloor_170_gt.ply,0.7052008885329404
ground_nofloor_34_gt.ply,0.37079762352698087
ground_nofloor_607_gt.ply,0.7387072714051076
ground_nofloor_156_gt.ply,0.7800982637229409
ground_nofloor_49_gt.ply,0.48694055854866125
ground_nofloor_135_gt.ply,0.5103364518558805
ground_nofloor_382_gt.ply,0.6818602437202994
ground_nofloor_282_gt.ply,0.7831042537115827
ground_nofloor_57_gt.ply,0.946067155954004
ground_nofloor_619_gt.ply,0.41634327925268216
ground_nofloor_148_gt.ply,0.5762571790931973
ground_nofloor_139_gt.ply,0.7422662298314602
ground_nofloor_26_gt.ply,0.5616737791468642
ground_nofloor_144_gt.ply,0.6208112009107517
ground_nofloor_615_gt.ply,0.6486867045843919
ground_nofloor_38_gt.ply,0.4723175627421185
ground_nofloor_290_gt.ply,0.9820597575725094
ground_nofloor_390_gt.ply,0.8103640359541862
ground_nofloor_127_gt.ply,0.32715538147061696
ground_nofloor_45_gt.ply,0.9389005026949553
ground_nofloor_10_gt.ply,0.30316676601633646
ground_nofloor_594_gt.ply,0.5096634792121696
ground_nofloor_494_gt.ply,0.913202058619452
ground_nofloor_623_gt.ply,0.4688553055650943
ground_nofloor_172_gt.ply,0.8666793183255928
ground_nofloor_111_gt.ply,0.3362472382271192
ground_nofloor_73_gt.ply,0.4973293897069248
ground_nofloor_160_gt.ply,0.8812734294366147
ground_nofloor_631_gt.ply,0.3904957495026559
ground_nofloor_486_gt.ply,0.7493655508360029
ground_nofloor_586_gt.ply,0.5782147551014761
ground_nofloor_103_gt.ply,0.28491461804696305
ground_nofloor_498_gt.ply,0.6983776743852709
ground_nofloor_598_gt.ply,1.0232042303299564
ground_nofloor_61_gt.ply,0.4055870658146978
ground_nofloor_2_gt.ply,0.5432158299797211
ground_nofloor_363_gt.ply,0.7151400723388384
ground_nofloor_432_gt.ply,0.7548436544812556
ground_nofloor_263_gt.ply,0.5810469044815327
ground_nofloor_532_gt.ply,0.7083382197101002
ground_nofloor_300_gt.ply,0.8734871392762854
ground_nofloor_451_gt.ply,0.5507249303199758
ground_nofloor_200_gt.ply,0.35708050252454376
ground_nofloor_551_gt.ply,0.9134049893071378
