base_name,percentage_within_threshold
ground_ground_239_gt.ply,0.0
ground_ground_572_gt.ply,0.0
ground_ground_414_gt.ply,0.0
ground_ground_130_gt.ply,0.0
ground_ground_97_gt.ply,0.0
ground_ground_49_gt.ply,0.0
ground_ground_225_gt.ply,0.0
ground_ground_630_gt.ply,0.0
ground_ground_761_gt.ply,0.0
ground_ground_278_gt.ply,0.0
ground_ground_684_gt.ply,0.0
ground_ground_37_gt.ply,0.0
ground_ground_508_gt.ply,0.0
ground_ground_801_gt.ply,0.0
ground_ground_749_gt.ply,0.0
ground_ground_607_gt.ply,0.0
ground_ground_389_gt.ply,0.0
ground_ground_155_gt.ply,0.0
ground_ground_735_gt.ply,0.0
ground_ground_255_gt.ply,0.0
ground_ground_140_gt.ply,0.0
ground_ground_537_gt.ply,0.0
ground_ground_128_gt.ply,0.0
ground_ground_519_gt.ply,0.0
ground_ground_718_gt.ply,0.0
ground_ground_254_gt.ply,0.0
ground_ground_451_gt.ply,0.0
ground_ground_121_gt.ply,0.0
ground_ground_714_gt.ply,0.0
ground_ground_62_gt.ply,0.0
ground_ground_429_gt.ply,0.0
ground_ground_142_gt.ply,0.0
ground_ground_292_gt.ply,0.0
ground_ground_476_gt.ply,0.0
ground_ground_472_gt.ply,0.0
ground_ground_479_gt.ply,0.0
ground_ground_512_gt.ply,0.0
ground_ground_602_gt.ply,0.0
