base_name,GT_Density_Metric,Completed_Density_Metric
ground_779_gt.ply,0.03591208420302906,0.025114089241706206
ground_679_gt.ply,0.037836115819772496,0.02446533143634583
ground_128_gt.ply,0.03963934225101533,0.02469367522414163
ground_704_gt.ply,0.03745995708412603,0.02455324519660835
ground_604_gt.ply,0.039547565942131324,0.02454872066080869
ground_155_gt.ply,0.03820103050149267,0.023673435809888732
ground_62_gt.ply,0.03876819897902002,0.023460788374878028
ground_281_gt.ply,0.040573590485763984,0.024981286779716755
ground_767_gt.ply,0.04061297459530015,0.025035280635025355
ground_381_gt.ply,0.03849982149217285,0.02385726142083421
ground_667_gt.ply,0.03829581426806032,0.023824712541907045
ground_136_gt.ply,0.03898179830423153,0.024552212351590916
ground_147_gt.ply,0.04013003096201352,0.024991407929643873
ground_616_gt.ply,0.039119729401327054,0.02476126098088842
ground_716_gt.ply,0.03901860570834245,0.024546239990483037
ground_803_gt.ply,0.03940847101458561,0.025561366771076417
ground_13_gt.ply,0.0393008511421478,0.02370752693759999
ground_70_gt.ply,0.040587073419978345,0.024548985246382726
ground_124_gt.ply,0.03896494965626011,0.025107724850662417
ground_675_gt.ply,0.039493319044811216,0.024397070286233044
ground_393_gt.ply,0.039957681119428844,0.024609731807983398
ground_775_gt.ply,0.039661158503948614,0.02444720526862595
ground_293_gt.ply,0.04021987760600658,0.024481660551957222
ground_159_gt.ply,0.04029967875560836,0.024261797616977245
ground_608_gt.ply,0.038676776434970125,0.024576799272079973
ground_708_gt.ply,0.038100051235242946,0.02443356245516703
ground_58_gt.ply,0.03993833698977273,0.024288275159974636
ground_25_gt.ply,0.040599095684548024,0.024588380061832345
ground_620_gt.ply,0.04094562020617923,0.024515168025430596
ground_171_gt.ply,0.03737744288358806,0.023379473752274553
ground_497_gt.ply,0.039503363567687855,0.02430994642665695
ground_720_gt.ply,0.04038484947016413,0.024762616633201343
ground_597_gt.ply,0.03976318457730517,0.02433407969184186
ground_6_gt.ply,0.03992293204504543,0.024863496326089363
ground_643_gt.ply,0.04037635379845354,0.02478114710742006
ground_112_gt.ply,0.038560021937972665,0.024426728812841823
ground_743_gt.ply,0.041063092378221276,0.025619903807552722
ground_46_gt.ply,0.03790339723859844,0.024000881928222806
ground_489_gt.ply,0.0404748240935656,0.025191339258332644
ground_589_gt.ply,0.04046428051170066,0.025886814169966237
ground_37_gt.ply,0.0379061081670156,0.023333777732380608
ground_585_gt.ply,0.038896241770097435,0.023615638303463367
ground_732_gt.ply,0.04005596837565709,0.024174936930559585
ground_485_gt.ply,0.040286580204099254,0.02476488184641844
ground_163_gt.ply,0.039588944927080386,0.0253938788586865
ground_632_gt.ply,0.038381711125316686,0.025405318370995654
ground_751_gt.ply,0.03951127027359336,0.023509222779301005
ground_100_gt.ply,0.040814121818936254,0.025405138573069634
ground_651_gt.ply,0.0393921893930273,0.023577817281706187
ground_54_gt.ply,0.03920837968824649,0.024607038362162863
ground_29_gt.ply,0.04017926334610579,0.025202054346428405
ground_260_gt.ply,0.03851768198622206,0.0239104778787372
ground_531_gt.ply,0.03913598020617231,0.025014461796510054
ground_786_gt.ply,0.03891458763625511,0.023924507275531626
ground_360_gt.ply,0.04032144280557236,0.024542409724218894
ground_431_gt.ply,0.03923004474280095,0.024890725851382446
ground_686_gt.ply,0.03888849389242162,0.022914545485516358
ground_83_gt.ply,0.039968627266670755,0.024520412577307252
ground_203_gt.ply,0.04032930832414107,0.02406607847383653
ground_552_gt.ply,0.03879289915818308,0.024301285379986225
ground_303_gt.ply,0.03863935395432806,0.02389683987833843
ground_452_gt.ply,0.039716119229163974,0.025339883340951355
ground_798_gt.ply,0.0391311746231476,0.023917034390852236
ground_698_gt.ply,0.040413999745057175,0.023821126010150857
ground_694_gt.ply,0.0405405330674426,0.023893715592656052
ground_423_gt.ply,0.03866223126605717,0.024763180155191498
ground_372_gt.ply,0.03825636470518155,0.024182053261799848
ground_794_gt.ply,0.039708869973717184,0.02404614034190775
ground_523_gt.ply,0.03968355321317425,0.02441101420999425
ground_272_gt.ply,0.037853355026414515,0.022692370759925508
ground_91_gt.ply,0.039311151874608284,0.026096367523456725
ground_440_gt.ply,0.04044339601173967,0.025048287720655583
ground_311_gt.ply,0.03871847897351636,0.023004610419333434
ground_540_gt.ply,0.040001982878805964,0.024559358354864173
ground_211_gt.ply,0.039510961047399935,0.024184489542983485
ground_339_gt.ply,0.03860811815435038,0.024533047604934872
ground_468_gt.ply,0.038270634325396,0.022818977217687178
ground_239_gt.ply,0.0367762481496067,0.02736249451986856
ground_568_gt.ply,0.04124039258649825,0.025465142154372008
ground_344_gt.ply,0.038603017400334935,0.024202862123398762
ground_415_gt.ply,0.03852740777249376,0.02465234596976323
ground_244_gt.ply,0.040503024681535424,0.025362098109850163
ground_515_gt.ply,0.041469380640664875,0.025176625281978914
ground_190_gt.ply,0.03676589653479443,0.02380705476425187
ground_327_gt.ply,0.0386096572527446,0.024724997674686316
ground_476_gt.ply,0.0392071364283855,0.024868359995098285
ground_227_gt.ply,0.03915946791603796,0.024640102589125506
ground_576_gt.ply,0.03922798807476765,0.02447879880204498
ground_507_gt.ply,0.04052142417347876,0.02473854673064179
ground_256_gt.ply,0.03735438614742374,0.0232592994280702
ground_407_gt.ply,0.040557264233502054,0.025273706656750796
ground_356_gt.ply,0.038158472303749955,0.02464259868798489
ground_564_gt.ply,0.03947750308821617,0.02437450193075064
ground_235_gt.ply,0.04047744958700618,0.02453791846683699
ground_464_gt.ply,0.03780790019648219,0.023886367335378383
ground_335_gt.ply,0.03809592682268062,0.02347906012011393
ground_182_gt.ply,0.03972791457815017,0.0235400512515158
ground_519_gt.ply,0.03889502982490545,0.023172323012090622
ground_248_gt.ply,0.03760552434980362,0.02318838883717542
ground_419_gt.ply,0.03848665716199097,0.023831752969215903
ground_348_gt.ply,0.03745445703603431,0.025708202383688834
ground_442_gt.ply,0.03983146460480248,0.024900048719644945
ground_313_gt.ply,0.04100801977436537,0.02498761024683497
ground_542_gt.ply,0.040039607333760475,0.024369402055132692
ground_213_gt.ply,0.03977955131005983,0.023490282961087326
ground_688_gt.ply,0.037362448789447736,0.02447738108253029
ground_788_gt.ply,0.03896849635083804,0.023719653490088914
ground_93_gt.ply,0.040299089529468465,0.02481051312285982
ground_696_gt.ply,0.03864770745084654,0.023484929576748723
ground_421_gt.ply,0.03741155242595961,0.03194988655931605
ground_370_gt.ply,0.03845693939774576,0.023815079480878076
ground_796_gt.ply,0.03849065748149618,0.02330259435327902
ground_521_gt.ply,0.03878827424524998,0.024842818078394103
