base_name,GT_Median_Distance_Metric,Completed_Median_Distance_Metric
ground_779_gt.ply,0.0,0.0075830458170925135
ground_679_gt.ply,0.016977005178591582,0.008945000295945183
ground_128_gt.ply,0.04307758426063037,0.027611924616883485
ground_1417_gt.ply,0.04082173764132602,0.028422806712788323
ground_1346_gt.ply,0.040234638253020524,0.027737699626915524
ground_1246_gt.ply,0.011729717832422869,0.006280191355055661
ground_704_gt.ply,0.01481312036060134,0.008448025130005631
ground_604_gt.ply,0.04092690082102898,0.027861786346800876
ground_155_gt.ply,0.04059620961984074,0.027478520097819953
ground_911_gt.ply,0.020700076021246003,0.012851197554806917
ground_811_gt.ply,0.014989527940254566,0.008410964868798882
ground_972_gt.ply,0.015882025475027227,0.008422494831833492
ground_1409_gt.ply,0.03997859972771045,0.028940446722399035
ground_1358_gt.ply,0.042816065315734245,0.028405606678898812
ground_872_gt.ply,0.018141886286590275,0.011037940588456538
ground_1258_gt.ply,0.013571951748338106,0.007339991356821647
ground_62_gt.ply,0.03859031383605687,0.02827540547471476
ground_281_gt.ply,0.04193199326444634,0.029243230416582926
ground_767_gt.ply,0.015259089300967275,0.007709447433139971
ground_381_gt.ply,0.03988440401285329,0.02764751098854528
ground_667_gt.ply,0.0176682781037082,0.009886025819042075
ground_136_gt.ply,0.037781792704225,0.02895962892917929
ground_1192_gt.ply,0.018674900033114308,0.011898410005892963
ground_1325_gt.ply,0.03928138986890283,0.030617804697720484
ground_1092_gt.ply,0.014574501686949569,0.00812404599066879
ground_1225_gt.ply,0.014451685970295083,0.008121888983900928
ground_1254_gt.ply,0.01447810050984869,0.008156537120161296
ground_1354_gt.ply,0.04179362483742162,0.027755258089853723
ground_1405_gt.ply,0.04108716854884412,0.02990569532502038
ground_147_gt.ply,0.041308796472619244,0.02944928965858853
ground_616_gt.ply,0.041085535857025325,0.02859315412638548
ground_716_gt.ply,0.011146242936097756,0.006237920279726594
ground_1229_gt.ply,0.015539534718764604,0.009218648795145574
ground_803_gt.ply,0.019484365011075238,0.01226534873394775
ground_13_gt.ply,0.04013714847137195,0.030054422874747015
ground_1329_gt.ply,0.041167753448100676,0.029496890881988574
ground_903_gt.ply,0.016539573230252527,0.01062099805940104
ground_860_gt.ply,0.016882646543651278,0.00829302330307764
ground_70_gt.ply,0.04111010769766671,0.029041730281447662
ground_960_gt.ply,0.014500202589489355,0.008200745305650842
ground_124_gt.ply,0.04080027093527966,0.028797157780285337
ground_675_gt.ply,0.01393422063425002,0.007023387918216701
ground_393_gt.ply,0.04139241997352701,0.027572293180707072
ground_775_gt.ply,0.0,0.0062715359962198305
ground_293_gt.ply,0.04120500558899182,0.030103465339343962
ground_1237_gt.ply,0.0,0.004548815785155282
ground_1080_gt.ply,0.018590060120890144,0.012213329856455131
ground_1337_gt.ply,0.04031812213284451,0.029361422763587115
ground_1180_gt.ply,0.015593602212139075,0.010113449421951397
ground_159_gt.ply,0.043952268673813896,0.029582332268691072
ground_608_gt.ply,0.03817417832194082,0.02925034539602869
ground_708_gt.ply,0.0,0.0044145634397701715
ground_58_gt.ply,0.042127822428717175,0.030979344338003874
ground_848_gt.ply,0.017492252050412976,0.009485766349126897
ground_1262_gt.ply,0.018832610804715405,0.010422439098629202
ground_1433_gt.ply,0.041037037474014604,0.028508476656832253
ground_948_gt.ply,0.014669821162807014,0.008071413695101212
ground_1362_gt.ply,0.04124750850853333,0.028765718766314854
ground_25_gt.ply,0.040215402212195134,0.029689374516128342
ground_835_gt.ply,0.014865948027756693,0.010168092752626662
ground_935_gt.ply,0.019498529934195246,0.009831502230310273
ground_620_gt.ply,0.042663629077588,0.030068326380550577
ground_171_gt.ply,0.039230352376177474,0.026537579525416875
ground_497_gt.ply,0.03976450470107945,0.030158466031779515
ground_720_gt.ply,0.014153604265066844,0.007760962947478222
ground_597_gt.ply,0.040236328864790866,0.02742491546824343
ground_6_gt.ply,0.04220141498275436,0.02817846528471732
ground_643_gt.ply,0.04056284808195909,0.029715011594172853
ground_112_gt.ply,0.03868218486247869,0.028599655413553478
ground_743_gt.ply,0.0,0.004705987713198836
ground_46_gt.ply,0.039859125769852635,0.03034350549953989
ground_856_gt.ply,0.019136960216287264,0.010781029221412507
ground_956_gt.ply,0.01950105519990381,0.01215166593839468
ground_489_gt.ply,0.041672662657942706,0.029129556060633353
ground_589_gt.ply,0.04144843170691282,0.03071637633665832
ground_1201_gt.ply,0.018543211393669753,0.011110081128300536
ground_1301_gt.ply,0.04060510217683403,0.027631489988666453
ground_1370_gt.ply,0.04041779954744193,0.030266128304070293
ground_1421_gt.ply,0.03851192924888863,0.030539873614651415
ground_1270_gt.ply,0.02054756509519777,0.01266746685495001
ground_927_gt.ply,0.016106591455973766,0.008978358797514338
ground_37_gt.ply,0.03941248743106415,0.028434172568276704
ground_827_gt.ply,0.016244856774469255,0.009574906781221436
ground_585_gt.ply,0.039489785412657456,0.02774105872625854
ground_732_gt.ply,0.0,0.004873472552228936
ground_485_gt.ply,0.0425931207111035,0.02789467592847459
ground_163_gt.ply,0.040496201454740706,0.02852192010972849
ground_632_gt.ply,0.04090441267480574,0.030679007689393616
ground_751_gt.ply,0.0,0.005282881660589143
ground_100_gt.ply,0.04379239511623076,0.02819056966596337
ground_651_gt.ply,0.007428104648013787,0.007777265592392861
ground_944_gt.ply,0.01780265153004342,0.009979571474662604
ground_54_gt.ply,0.041297395743680396,0.030809141147731568
ground_844_gt.ply,0.01781915451624992,0.009124811676830095
ground_1313_gt.ply,0.04017420379552768,0.029040029479162264
ground_939_gt.ply,0.01790913116668618,0.009932198134249158
ground_1442_gt.ply,0.037392237199612016,0.028308727282874206
ground_29_gt.ply,0.04028451443144025,0.027960675127997978
ground_1213_gt.ply,0.017606889655391453,0.010540939576175449
ground_839_gt.ply,0.015817824332114153,0.009849357583715822
ground_1173_gt.ply,0.01271641241693348,0.0065230187996136516
ground_1073_gt.ply,0.013661594763790658,0.0073189257696185
ground_260_gt.ply,0.03934226981610088,0.029240477431607542
ground_531_gt.ply,0.04143087322901403,0.029132437293180026
ground_786_gt.ply,0.015645508992728815,0.007815777787864735
ground_360_gt.ply,0.04208949916163359,0.029085563536198112
ground_431_gt.ply,0.04167198182883285,0.02854057353763122
ground_686_gt.ply,0.0,0.005622099847487388
ground_993_gt.ply,0.017052865881521644,0.012245121224303067
ground_893_gt.ply,0.019442900120705982,0.011682316190756083
ground_83_gt.ply,0.04131739330993674,0.02888259116642031
ground_203_gt.ply,0.0413531021869986,0.03167896160252451
ground_552_gt.ply,0.041576329855461225,0.02904968148396545
ground_303_gt.ply,0.04088942406532127,0.028409836648679635
ground_452_gt.ply,0.04155501593526352,0.028495142283007157
ground_1110_gt.ply,0.02003056961766187,0.012456507722837518
ground_1010_gt.ply,0.010657469834566113,0.0059903188202466645
ground_798_gt.ply,0.0,0.003161435216448955
ground_698_gt.ply,0.014050174498612948,0.007660691005050756
ground_1061_gt.ply,0.013535123023673153,0.0073498202897372775
ground_1161_gt.ply,0.018132408823782913,0.01278651668908853
ground_694_gt.ply,0.009325900409818467,0.00476260213011722
ground_423_gt.ply,0.03962487413634841,0.0305687431564402
ground_372_gt.ply,0.04011386694036856,0.028939838943135277
ground_794_gt.ply,0.0,0.003623821966750156
ground_523_gt.ply,0.0423595392904557,0.02813431705213374
ground_272_gt.ply,0.03898273902242155,0.02928064705089585
ground_881_gt.ply,0.016982705868713657,0.008428838590280006
ground_91_gt.ply,0.039088921923314195,0.027252269853794503
ground_981_gt.ply,0.013576632761355692,0.008222225729886323
ground_440_gt.ply,0.04269510473379472,0.028040300355537687
ground_311_gt.ply,0.039782640435063826,0.028555721157404394
ground_540_gt.ply,0.03984984562100602,0.029840232290781768
ground_211_gt.ply,0.04168068888947157,0.027855635002365726
ground_1002_gt.ply,0.018556618048184842,0.011141791238073497
ground_1102_gt.ply,0.01667438519843248,0.009669312791757582
ground_1057_gt.ply,0.01638958361367799,0.009866607651320766
ground_1157_gt.ply,0.013143421842121318,0.00803029698765733
ground_339_gt.ply,0.038648417007853764,0.028653066589367844
ground_468_gt.ply,0.040185991236510704,0.028741612286558933
ground_239_gt.ply,0.037225901698195285,0.02763873632683752
ground_568_gt.ply,0.042400364991434764,0.030182464297049426
ground_344_gt.ply,0.040860090827007416,0.02944482951294304
ground_415_gt.ply,0.04091150589930473,0.028411257888637027
ground_244_gt.ply,0.044103484104241246,0.030441235589214976
ground_515_gt.ply,0.04212552133009512,0.03013341404840624
ground_190_gt.ply,0.03650290061156515,0.028076836036531043
ground_327_gt.ply,0.041743584310053726,0.028149677072962558
ground_476_gt.ply,0.0404557995725041,0.02829585641965595
ground_227_gt.ply,0.04005562574989191,0.027412093415802693
ground_576_gt.ply,0.040626272438407024,0.030067749930007145
ground_1049_gt.ply,0.01694700149459288,0.008906498381925983
ground_1149_gt.ply,0.0,0.004038258510424669
ground_1283_gt.ply,0.013709005577759278,0.006384394729039658
ground_1034_gt.ply,0.0,0.0035004112686833526
ground_1383_gt.ply,0.04101674903083547,0.028341517962407584
ground_1134_gt.ply,0.017982192329638,0.010927344979892437
ground_1145_gt.ply,0.017541246397420118,0.011290125336138428
ground_1045_gt.ply,0.017270115790153973,0.010498080722262836
