base_name,GT_Median_Distance_Metric,Completed_Median_Distance_Metric
ground_779_gt.ply,0.01599467588039,0.008933592470258605
ground_679_gt.ply,0.0,0.006447199624651581
ground_128_gt.ply,0.041316502704742165,0.025371079486833342
ground_1417_gt.ply,0.04145965124737792,0.025795919208138847
ground_1346_gt.ply,0.03895478176869541,0.02398715927355736
ground_1246_gt.ply,0.015787576490865707,0.010141276190205788
ground_704_gt.ply,0.010631253059095007,0.007183608365137416
ground_604_gt.ply,0.04022091737150908,0.02434358608342862
ground_155_gt.ply,0.04082638069143278,0.02387552793289492
ground_911_gt.ply,0.01926635402367854,0.011918916041014723
ground_811_gt.ply,0.01960421663673529,0.01197369580536264
ground_972_gt.ply,0.01139980283884188,0.006585394632321635
ground_1409_gt.ply,0.03879164277324909,0.024150287477652792
ground_1358_gt.ply,0.041714981398236255,0.024736861064336438
ground_872_gt.ply,0.017741779470965856,0.010691759556972685
ground_1258_gt.ply,0.013768054190682645,0.00793951920204897
ground_62_gt.ply,0.04110099592279184,0.02500359740077851
ground_281_gt.ply,0.04110725728071675,0.02568194292795751
ground_767_gt.ply,0.015611470734999735,0.00982572552978823
ground_381_gt.ply,0.041067814052906194,0.024068596390238135
ground_667_gt.ply,0.01779110737369496,0.00970785692940292
ground_136_gt.ply,0.04278553117089938,0.026300361642353526
ground_1192_gt.ply,0.01345207586513757,0.008954115867443737
ground_1325_gt.ply,0.038396939592103524,0.02365570039115082
ground_1092_gt.ply,0.01522015646275907,0.010263298390780325
ground_1225_gt.ply,0.019239180388637325,0.011312009592834963
ground_1254_gt.ply,0.013127540908400567,0.008532517459062949
ground_1354_gt.ply,0.039092541486341226,0.022438070863611895
ground_1405_gt.ply,0.040654344323762304,0.02475762307995884
ground_147_gt.ply,0.041408472591567054,0.025599930520373626
ground_616_gt.ply,0.04066966809948891,0.023994828007528723
ground_716_gt.ply,0.013014600190646377,0.008194021130321113
ground_1229_gt.ply,0.019155241621660574,0.01203369159967841
ground_803_gt.ply,0.015967317498325015,0.009588662998320244
ground_13_gt.ply,0.040219103406768264,0.023906796790575464
ground_1329_gt.ply,0.0396829228016167,0.023430374679625124
ground_903_gt.ply,0.019498633815584657,0.012192112031809537
ground_860_gt.ply,0.01732315383099777,0.011106669470064445
ground_70_gt.ply,0.04133686779300455,0.025383367440719402
ground_960_gt.ply,0.017835176591148288,0.011224226192278468
ground_124_gt.ply,0.04254997014337164,0.027164584103987956
ground_675_gt.ply,0.0,0.0031030793126169236
ground_393_gt.ply,0.0425010654602887,0.025774288081876543
ground_775_gt.ply,0.014440584513421334,0.008964740475656385
ground_293_gt.ply,0.04285968527915557,0.025962496978633523
ground_1237_gt.ply,0.018696641525447154,0.012108607403077457
ground_1080_gt.ply,0.016488051462074306,0.011020044621815037
ground_1337_gt.ply,0.03859514583865736,0.02380414282728581
ground_1180_gt.ply,0.01927113083050674,0.01217520497552747
ground_159_gt.ply,0.04227321612121462,0.02552735638503996
ground_608_gt.ply,0.04163091223477477,0.02560543015956275
ground_708_gt.ply,0.008230013437893497,0.008299951650507273
ground_58_gt.ply,0.04150883164805347,0.025077538788235244
ground_848_gt.ply,0.01933326838674433,0.012047249363344876
ground_1262_gt.ply,0.01877181305788055,0.012003054272757763
ground_1433_gt.ply,0.03794613835828227,0.02297370261504456
ground_948_gt.ply,0.016478705774701796,0.010198781089567528
ground_1362_gt.ply,0.04058636494932763,0.0250040433173963
ground_25_gt.ply,0.039913773154597265,0.024606648415514725
ground_835_gt.ply,0.014392204857043272,0.008762898038851245
ground_935_gt.ply,0.019609979283036906,0.010550764142661583
ground_620_gt.ply,0.04305660441115768,0.025034620747325976
