base_name,Chamfer_Distance
ground_779_gt.ply,36.04752992889623
ground_679_gt.ply,20.675964596207876
ground_128_gt.ply,43.39616429920458
ground_1417_gt.ply,43.28608762142806
ground_1346_gt.ply,41.257715140733964
ground_1246_gt.ply,41.15595187815392
ground_704_gt.ply,19.830304932138105
ground_604_gt.ply,41.30227038149927
ground_155_gt.ply,42.13441891122311
ground_911_gt.ply,54.118430907338215
ground_811_gt.ply,36.36570013918052
ground_972_gt.ply,31.71457311814149
ground_1409_gt.ply,44.217561320162304
ground_1358_gt.ply,42.456106120613235
ground_872_gt.ply,40.836857754984685
ground_1258_gt.ply,31.84751673793425
ground_62_gt.ply,38.88764140846967
ground_281_gt.ply,41.81103067971168
ground_767_gt.ply,39.89892716383682
ground_381_gt.ply,40.53757438150844
ground_667_gt.ply,25.456420908211925
ground_136_gt.ply,43.09501066918736
ground_1192_gt.ply,35.20672937966418
ground_1325_gt.ply,42.64681939385024
ground_1092_gt.ply,31.27487541490076
ground_1225_gt.ply,40.02996945425272
ground_1254_gt.ply,32.261035125120785
ground_1354_gt.ply,43.66579845952722
ground_1405_gt.ply,42.83823818359919
ground_147_gt.ply,41.329496229403674
ground_616_gt.ply,43.487758877979104
ground_716_gt.ply,23.15736944071764
ground_1229_gt.ply,36.68965840747994
ground_803_gt.ply,34.34626868706575
ground_13_gt.ply,39.698862993132664
ground_1329_gt.ply,40.821969170692576
ground_903_gt.ply,63.90786281210108
ground_860_gt.ply,33.789720773960404
ground_70_gt.ply,41.94457480543261
ground_960_gt.ply,52.263880823739505
ground_124_gt.ply,41.29878141341515
ground_675_gt.ply,22.685867314908
ground_393_gt.ply,40.5189058154102
ground_775_gt.ply,26.16838832438624
ground_293_gt.ply,41.63194926073722
ground_1237_gt.ply,39.61732305660495
ground_1080_gt.ply,32.68777990818201
ground_1337_gt.ply,41.609479210747075
ground_1180_gt.ply,36.90190810833299
ground_159_gt.ply,42.043608067674725
ground_608_gt.ply,43.59209063541622
ground_708_gt.ply,29.167024561100643
ground_58_gt.ply,43.58181196183981
ground_848_gt.ply,36.02246399599648
ground_1262_gt.ply,34.80488356815549
ground_1433_gt.ply,40.08693483295718
ground_948_gt.ply,41.16734414773459
ground_1362_gt.ply,40.05877367822444
ground_25_gt.ply,43.59231283397866
ground_835_gt.ply,37.12916138270841
ground_935_gt.ply,35.83579115006952
ground_620_gt.ply,43.14887853542839
ground_171_gt.ply,39.73682571656251
ground_497_gt.ply,40.73452049897337
ground_720_gt.ply,28.878391350900415
ground_597_gt.ply,42.466508718259036
ground_6_gt.ply,42.04495635360034
ground_643_gt.ply,44.00781905211357
ground_112_gt.ply,39.84047587788181
