base_name,EMD_Distance
ground_nofloor_164_gt.ply,0.24003022929249654
ground_nofloor_482_gt.ply,0.3381251459923229
ground_nofloor_582_gt.ply,0.233714025013843
ground_nofloor_119_gt.ply,0.22635035024950448
ground_nofloor_65_gt.ply,0.3694821455324953
ground_nofloor_107_gt.ply,0.17981936882267202
ground_nofloor_18_gt.ply,0.4780715188920535
ground_nofloor_69_gt.ply,0.41795574736398955
ground_nofloor_590_gt.ply,0.5627812736922599
ground_nofloor_490_gt.ply,0.5146039494548751
ground_nofloor_176_gt.ply,0.2719963551983423
ground_nofloor_627_gt.ply,0.4013455582165678
ground_nofloor_14_gt.ply,0.3648207117028489
ground_nofloor_168_gt.ply,0.22605243330170258
ground_nofloor_77_gt.ply,0.29643263987367274
ground_nofloor_115_gt.ply,0.34943375373520075
ground_nofloor_611_gt.ply,0.18661146678348686
ground_nofloor_140_gt.ply,0.17536287704622094
ground_nofloor_22_gt.ply,0.24715331581242903
ground_nofloor_41_gt.ply,0.2997379745638556
ground_nofloor_294_gt.ply,0.21146024495427285
ground_nofloor_394_gt.ply,0.177185463989919
ground_nofloor_123_gt.ply,0.29205445757118254
ground_nofloor_152_gt.ply,0.31481569795866576
ground_nofloor_603_gt.ply,0.34145643145017635
ground_nofloor_398_gt.ply,0.2805393126088536
ground_nofloor_298_gt.ply,0.2097811746011683
ground_nofloor_30_gt.ply,0.2597950595031495
ground_nofloor_53_gt.ply,0.2443759023293912
ground_nofloor_131_gt.ply,0.1865811278581547
ground_nofloor_386_gt.ply,0.3709498318211196
ground_nofloor_286_gt.ply,0.18762510068899318
ground_nofloor_351_gt.ply,0.1554154266145918
ground_nofloor_400_gt.ply,0.2709139583607174
ground_nofloor_251_gt.ply,0.23900550920201197
ground_nofloor_500_gt.ply,0.34301271058571675
ground_nofloor_84_gt.ply,0.37954627513547584
ground_nofloor_185_gt.ply,0.17763932385808454
ground_nofloor_332_gt.ply,0.5823463892733116
ground_nofloor_463_gt.ply,0.5007386803923009
ground_nofloor_232_gt.ply,0.3292754473767268
ground_nofloor_563_gt.ply,0.29245915534717465
ground_nofloor_512_gt.ply,0.14716778814893086
ground_nofloor_243_gt.ply,0.33985348828359035
ground_nofloor_412_gt.ply,0.2985463986677432
ground_nofloor_343_gt.ply,0.4311096357216275
ground_nofloor_96_gt.ply,0.43433431813772266
ground_nofloor_189_gt.ply,0.1720818049224007
ground_nofloor_571_gt.ply,0.3548243394555496
ground_nofloor_220_gt.ply,0.27569164416611974
ground_nofloor_471_gt.ply,0.36829408681406556
ground_nofloor_320_gt.ply,0.18660370230546186
ground_nofloor_197_gt.ply,0.278663084851387
ground_nofloor_88_gt.ply,0.27249705347731534
ground_nofloor_275_gt.ply,0.2189411166034876
ground_nofloor_524_gt.ply,0.23786579869024752
ground_nofloor_375_gt.ply,0.4895579024387834
ground_nofloor_424_gt.ply,0.2519112602202158
ground_nofloor_208_gt.ply,0.23615133579902822
ground_nofloor_559_gt.ply,0.17701622116198915
ground_nofloor_308_gt.ply,0.20759660818060344
ground_nofloor_459_gt.ply,0.1367315506433409
ground_nofloor_216_gt.ply,0.32625141891932763
ground_nofloor_547_gt.ply,0.30958803918425765
ground_nofloor_316_gt.ply,0.2549165039313586
ground_nofloor_447_gt.ply,0.3118037983456844
ground_nofloor_6_gt.ply,0.20411878570046113
ground_nofloor_436_gt.ply,0.45352816924996314
ground_nofloor_367_gt.ply,0.16377818504079433
ground_nofloor_536_gt.ply,0.14864140535674256
ground_nofloor_267_gt.ply,0.2505052974499467
ground_nofloor_428_gt.ply,0.1468025178519104
ground_nofloor_379_gt.ply,0.2046023169189416
ground_nofloor_528_gt.ply,0.27537874490179143
ground_nofloor_279_gt.ply,0.18088793419829288
ground_nofloor_455_gt.ply,0.1977092763860054
ground_nofloor_304_gt.ply,0.19092027460255345
ground_nofloor_555_gt.ply,0.22135954138511446
ground_nofloor_204_gt.ply,0.3731717526884019
ground_nofloor_573_gt.ply,0.15892269811266463
ground_nofloor_222_gt.ply,0.2847765679432867
ground_nofloor_473_gt.ply,0.201163989457661
ground_nofloor_322_gt.ply,0.24231979415437158
ground_nofloor_195_gt.ply,0.21000966348948483
ground_nofloor_510_gt.ply,0.16673220183118437
ground_nofloor_241_gt.ply,0.2576627930791564
ground_nofloor_410_gt.ply,0.3852303648453522
ground_nofloor_341_gt.ply,0.45025063769675405
ground_nofloor_94_gt.ply,0.15501667465033986
ground_nofloor_98_gt.ply,0.1693847669729601
ground_nofloor_187_gt.ply,0.16600439784073284
ground_nofloor_330_gt.ply,0.4750310807019444
ground_nofloor_461_gt.ply,0.6532959374677605
ground_nofloor_230_gt.ply,0.1838773053524183
ground_nofloor_561_gt.ply,0.31977393582072955
ground_nofloor_353_gt.ply,0.19980003671679836
ground_nofloor_402_gt.ply,0.2723054988616787
ground_nofloor_253_gt.ply,0.23238354050811558
ground_nofloor_502_gt.ply,0.24133273531114205
ground_nofloor_199_gt.ply,0.267434564852083
ground_nofloor_86_gt.ply,0.21508406967568397
ground_nofloor_457_gt.ply,0.14895557168105436
ground_nofloor_306_gt.ply,0.20762499239333923
ground_nofloor_557_gt.ply,0.330504381619126
ground_nofloor_206_gt.ply,0.17003764388270493
ground_nofloor_4_gt.ply,0.30197688656282656
ground_nofloor_434_gt.ply,0.14486954524496867
ground_nofloor_365_gt.ply,0.1834721697561373
ground_nofloor_534_gt.ply,0.2495986523924046
ground_nofloor_265_gt.ply,0.20032057067475992
ground_nofloor_449_gt.ply,0.2567623594528018
ground_nofloor_318_gt.ply,0.23080810159216988
ground_nofloor_549_gt.ply,0.48282473294626693
ground_nofloor_218_gt.ply,0.25610441497937303
ground_nofloor_269_gt.ply,0.25123147081691
ground_nofloor_538_gt.ply,0.16981495723075327
ground_nofloor_8_gt.ply,0.6859992310636278
ground_nofloor_369_gt.ply,0.42170888102074977
ground_nofloor_438_gt.ply,0.16011090160277133
ground_nofloor_214_gt.ply,0.17637290178048046
ground_nofloor_545_gt.ply,0.15223793393432702
ground_nofloor_314_gt.ply,0.48946228939710346
ground_nofloor_445_gt.ply,0.2715548830823285
ground_nofloor_277_gt.ply,0.23422096925900213
ground_nofloor_526_gt.ply,0.23841482373645106
ground_nofloor_377_gt.ply,0.2564923893974197
ground_nofloor_426_gt.ply,0.5639462047112688
ground_nofloor_75_gt.ply,0.14307627984794863
ground_nofloor_117_gt.ply,0.23505972827131255
ground_nofloor_592_gt.ply,0.15477610957356933
ground_nofloor_492_gt.ply,0.4178882258787226
ground_nofloor_174_gt.ply,0.15558543216999282
ground_nofloor_625_gt.ply,0.2981459276302664
ground_nofloor_109_gt.ply,0.1839328541437052
ground_nofloor_16_gt.ply,0.39551504954965117
ground_nofloor_67_gt.ply,0.21726219228960608
ground_nofloor_629_gt.ply,0.5052578818081181
ground_nofloor_178_gt.ply,0.18608157530073502
ground_nofloor_105_gt.ply,0.16600291783378035
ground_nofloor_166_gt.ply,0.34121976608726756
ground_nofloor_480_gt.ply,0.1451811530678731
ground_nofloor_580_gt.ply,0.2796605342611816
ground_nofloor_79_gt.ply,0.3640879672778941
ground_nofloor_51_gt.ply,0.15232226532765533
ground_nofloor_133_gt.ply,0.3807765806169486
ground_nofloor_384_gt.ply,0.5029711549098527
ground_nofloor_284_gt.ply,0.22662132107394128
ground_nofloor_150_gt.ply,0.2027093455614596
ground_nofloor_601_gt.ply,0.2540494015094335
ground_nofloor_32_gt.ply,0.6686544108802462
ground_nofloor_43_gt.ply,0.16068543106615824
ground_nofloor_296_gt.ply,0.17779290410074866
ground_nofloor_396_gt.ply,0.2831909366726795
ground_nofloor_121_gt.ply,0.42506178616928314
ground_nofloor_613_gt.ply,0.16021113060641448
ground_nofloor_142_gt.ply,0.40567859063093475
ground_nofloor_20_gt.ply,0.3460762687301666
ground_nofloor_288_gt.ply,0.2660305674976339
ground_nofloor_388_gt.ply,0.30829364150089145
ground_nofloor_541_gt.ply,0.1608855811357539
ground_nofloor_210_gt.ply,0.19737622506815777
ground_nofloor_441_gt.ply,0.33042365871742474
ground_nofloor_310_gt.ply,0.17342332234964486
ground_nofloor_522_gt.ply,0.3962998091700109
ground_nofloor_273_gt.ply,0.2308087801987193
ground_nofloor_422_gt.ply,0.45010040581207117
ground_nofloor_373_gt.ply,0.17907934701510478
ground_nofloor_302_gt.ply,0.14225679984717207
ground_nofloor_453_gt.ply,0.2713968797731914
ground_nofloor_202_gt.ply,0.2472000578399618
ground_nofloor_553_gt.ply,0.1857176529389649
ground_nofloor_0_gt.ply,0.7926690134553257
ground_nofloor_361_gt.ply,0.1494612018341785
ground_nofloor_430_gt.ply,0.8143758590061101
ground_nofloor_261_gt.ply,0.1551626778026541
ground_nofloor_530_gt.ply,0.22877020720250993
ground_nofloor_183_gt.ply,0.502994266601885
ground_nofloor_465_gt.ply,0.5244271788780066
ground_nofloor_334_gt.ply,0.2506627180079352
ground_nofloor_565_gt.ply,0.22101030760987267
ground_nofloor_234_gt.ply,0.18236218924917197
ground_nofloor_418_gt.ply,0.26343562127993275
ground_nofloor_349_gt.ply,1.0971604108132997
ground_nofloor_518_gt.ply,0.18398853794154132
ground_nofloor_249_gt.ply,0.1982711266844477
ground_nofloor_82_gt.ply,0.42504286369348165
ground_nofloor_406_gt.ply,0.28256180846096873
ground_nofloor_357_gt.ply,0.30323562939834015
ground_nofloor_506_gt.ply,0.35981724114812474
ground_nofloor_257_gt.ply,0.18829465984208546
ground_nofloor_226_gt.ply,0.1959341873238981
ground_nofloor_577_gt.ply,0.19356058093467832
ground_nofloor_326_gt.ply,0.3091129262464918
ground_nofloor_477_gt.ply,0.2544613446817028
ground_nofloor_191_gt.ply,0.23244620206611463
ground_nofloor_238_gt.ply,0.22533148873648828
ground_nofloor_569_gt.ply,0.36353899675366064
ground_nofloor_338_gt.ply,0.5510450228269181
ground_nofloor_469_gt.ply,0.5380890202797562
ground_nofloor_90_gt.ply,0.35334432596758086
ground_nofloor_245_gt.ply,0.29761929604602994
ground_nofloor_514_gt.ply,0.15617772702709373
ground_nofloor_345_gt.ply,0.3860625427082845
ground_nofloor_414_gt.ply,0.42303566784813695
ground_nofloor_292_gt.ply,0.30811943729837765
ground_nofloor_392_gt.ply,0.15391510592689894
ground_nofloor_125_gt.ply,0.4456676396510218
ground_nofloor_158_gt.ply,0.26833663464028357
ground_nofloor_609_gt.ply,0.1463272857644813
ground_nofloor_47_gt.ply,0.12682393208164564
ground_nofloor_24_gt.ply,0.39236040546706263
ground_nofloor_59_gt.ply,0.17932348273940057
ground_nofloor_146_gt.ply,0.32594970769403225
ground_nofloor_617_gt.ply,0.15183730169206794
ground_nofloor_137_gt.ply,0.3579750282739418
ground_nofloor_380_gt.ply,0.24542756417001887
ground_nofloor_280_gt.ply,0.2584730824815957
ground_nofloor_28_gt.ply,0.14142929925900505
ground_nofloor_55_gt.ply,0.15018275927795546
ground_nofloor_36_gt.ply,0.31867287254171783
ground_nofloor_129_gt.ply,0.4329225179859628
ground_nofloor_605_gt.ply,0.20652289667247695
ground_nofloor_154_gt.ply,0.27337186607496855
ground_nofloor_101_gt.ply,0.5069115681571339
ground_nofloor_63_gt.ply,0.28179173551119385
ground_nofloor_162_gt.ply,0.23959543412020176
ground_nofloor_484_gt.ply,0.5272834125295518
ground_nofloor_584_gt.ply,0.1429024633846845
ground_nofloor_113_gt.ply,0.19405618513873113
ground_nofloor_71_gt.ply,0.32389155137854464
ground_nofloor_588_gt.ply,0.22694253710192955
ground_nofloor_488_gt.ply,0.263135642146864
ground_nofloor_12_gt.ply,0.3214724296884843
ground_nofloor_596_gt.ply,0.32401344448554614
ground_nofloor_496_gt.ply,0.2700961091435952
ground_nofloor_621_gt.ply,0.768033551657211
ground_nofloor_170_gt.ply,0.18834947711885083
ground_nofloor_34_gt.ply,0.23834534810109884
ground_nofloor_607_gt.ply,1.1961620379177422
ground_nofloor_156_gt.ply,0.20689185412392289
ground_nofloor_49_gt.ply,0.19734464871206311
ground_nofloor_135_gt.ply,0.25448432835059304
ground_nofloor_382_gt.ply,0.4685634850680115
ground_nofloor_282_gt.ply,0.2835002219056054
ground_nofloor_57_gt.ply,0.17789869924619492
ground_nofloor_619_gt.ply,0.14328100013898407
ground_nofloor_148_gt.ply,0.3583502360718043
ground_nofloor_139_gt.ply,0.44669864585417834
ground_nofloor_26_gt.ply,0.513858543228366
ground_nofloor_144_gt.ply,0.22530925212110253
ground_nofloor_615_gt.ply,0.22388794411300164
ground_nofloor_38_gt.ply,0.1717389844582205
ground_nofloor_290_gt.ply,0.2620001127079859
ground_nofloor_390_gt.ply,0.1921383064640968
ground_nofloor_127_gt.ply,0.18689629126773372
ground_nofloor_45_gt.ply,0.4021235270380346
ground_nofloor_10_gt.ply,0.6056235268648196
ground_nofloor_594_gt.ply,0.21683889511694365
ground_nofloor_494_gt.ply,0.19451051396034932
ground_nofloor_623_gt.ply,0.43347897561008536
ground_nofloor_172_gt.ply,0.21865191124794595
ground_nofloor_111_gt.ply,0.24224135231395771
ground_nofloor_73_gt.ply,0.15453908872713543
ground_nofloor_160_gt.ply,0.14087119130312006
ground_nofloor_631_gt.ply,0.4902244898711972
ground_nofloor_486_gt.ply,0.369243042852768
ground_nofloor_586_gt.ply,0.5084259686219479
ground_nofloor_103_gt.ply,0.2656543956675641
ground_nofloor_498_gt.ply,0.5589402316999482
ground_nofloor_598_gt.ply,0.2294114705949239
ground_nofloor_61_gt.ply,0.3842832770142024
ground_nofloor_2_gt.ply,0.3227749708512612
ground_nofloor_363_gt.ply,0.2312459297616341
ground_nofloor_432_gt.ply,0.1816194009987657
ground_nofloor_263_gt.ply,0.1899525390460796
ground_nofloor_532_gt.ply,0.1686573517507809
ground_nofloor_300_gt.ply,0.21397264243227998
ground_nofloor_451_gt.ply,0.193391824258548
ground_nofloor_200_gt.ply,0.23893262956222086
ground_nofloor_551_gt.ply,0.2989913793159615
ground_nofloor_520_gt.ply,0.3161569788003329
ground_nofloor_271_gt.ply,0.26070210274640954
ground_nofloor_420_gt.ply,0.2582089576546357
ground_nofloor_371_gt.ply,0.28610914506444024
ground_nofloor_543_gt.ply,0.6649531051881795
ground_nofloor_212_gt.ply,0.10159906507931966
ground_nofloor_443_gt.ply,0.5031675166088169
ground_nofloor_312_gt.ply,0.17711516781004602
ground_nofloor_92_gt.ply,0.2284001661963872
ground_nofloor_247_gt.ply,0.2713536233689816
ground_nofloor_516_gt.ply,0.7215014496489444
ground_nofloor_347_gt.ply,0.21514700800892522
ground_nofloor_416_gt.ply,0.20137068608041572
ground_nofloor_224_gt.ply,0.3087653204087385
ground_nofloor_575_gt.ply,0.43821345099789033
ground_nofloor_324_gt.ply,0.5417700045338923
ground_nofloor_475_gt.ply,0.2002455792295812
ground_nofloor_193_gt.ply,0.3298280998725669
ground_nofloor_259_gt.ply,0.2216556060226977
ground_nofloor_508_gt.ply,0.21415823689200805
ground_nofloor_359_gt.ply,0.39644250934773256
ground_nofloor_408_gt.ply,0.22275062533309342
ground_nofloor_80_gt.ply,0.29483021296854617
ground_nofloor_479_gt.ply,0.5490076532050985
ground_nofloor_328_gt.ply,0.2936201339954598
ground_nofloor_579_gt.ply,0.25805927586926497
ground_nofloor_228_gt.ply,0.29335769375713905
ground_nofloor_404_gt.ply,0.435246032866135
ground_nofloor_355_gt.ply,0.343342038439636
ground_nofloor_504_gt.ply,0.20377194162009732
ground_nofloor_255_gt.ply,0.26674505129392384
ground_nofloor_181_gt.ply,0.25093552986547285
ground_nofloor_467_gt.ply,0.6026819541671325
ground_nofloor_336_gt.ply,0.15926926512175996
ground_nofloor_567_gt.ply,0.15081477769541216
ground_nofloor_236_gt.ply,0.22786386310356246
ground_nofloor_317_gt.ply,0.37033126048604725
ground_nofloor_446_gt.ply,0.45023225599432337
ground_nofloor_217_gt.ply,0.14355558890536063
ground_nofloor_546_gt.ply,0.2998498247385164
ground_nofloor_309_gt.ply,0.17662244419328216
ground_nofloor_458_gt.ply,0.4074906487627687
ground_nofloor_209_gt.ply,0.2119018828531796
ground_nofloor_558_gt.ply,0.21958029166307264
ground_nofloor_374_gt.ply,0.4447106241873588
ground_nofloor_425_gt.ply,0.2451429278962806
ground_nofloor_274_gt.ply,0.2337146517705126
ground_nofloor_525_gt.ply,0.2477085781495048
ground_nofloor_554_gt.ply,0.33838802478910635
ground_nofloor_205_gt.ply,0.2625101845745891
ground_nofloor_454_gt.ply,0.160968787676309
ground_nofloor_305_gt.ply,0.18371867959439128
ground_nofloor_529_gt.ply,0.2715212165875894
ground_nofloor_278_gt.ply,0.26094169109688653
ground_nofloor_429_gt.ply,0.19083417155489926
ground_nofloor_378_gt.ply,0.17856982002644162
ground_nofloor_537_gt.ply,0.21289504264349732
ground_nofloor_266_gt.ply,0.19547147550463673
ground_nofloor_7_gt.ply,0.2672335466153671
ground_nofloor_437_gt.ply,0.4066088458876053
ground_nofloor_366_gt.ply,0.20251664764171962
ground_nofloor_233_gt.ply,0.2596802272238989
ground_nofloor_562_gt.ply,0.17995069333249322
ground_nofloor_184_gt.ply,0.3749031185813027
ground_nofloor_333_gt.ply,0.1807818539495234
ground_nofloor_462_gt.ply,0.3840645713223555
ground_nofloor_85_gt.ply,0.23586562267835165
ground_nofloor_250_gt.ply,0.14627078240232347
ground_nofloor_501_gt.ply,0.3769653665675898
ground_nofloor_350_gt.ply,0.24611233686119047
ground_nofloor_401_gt.ply,0.41754639722989795
ground_nofloor_470_gt.ply,0.16580713033447497
ground_nofloor_321_gt.ply,0.30043657899705556
ground_nofloor_196_gt.ply,0.22041650036119526
ground_nofloor_570_gt.ply,0.35487835380178523
ground_nofloor_221_gt.ply,0.1926420987313746
ground_nofloor_89_gt.ply,0.26999424120819826
ground_nofloor_97_gt.ply,0.4680955658746379
ground_nofloor_188_gt.ply,0.16693283459465671
ground_nofloor_413_gt.ply,0.17726852883582556
ground_nofloor_342_gt.ply,0.2353774307783773
ground_nofloor_513_gt.ply,0.29903685241939265
ground_nofloor_242_gt.ply,0.17487209382455585
ground_nofloor_395_gt.ply,0.24203256533641854
ground_nofloor_122_gt.ply,0.13065224263215408
ground_nofloor_295_gt.ply,0.19268652880364823
ground_nofloor_40_gt.ply,0.2371440104220698
ground_nofloor_23_gt.ply,0.23423941537301637
ground_nofloor_610_gt.ply,0.29418337554836893
ground_nofloor_141_gt.ply,0.4254507975722238
ground_nofloor_287_gt.ply,0.19510565167438582
ground_nofloor_130_gt.ply,0.5510568134387029
ground_nofloor_387_gt.ply,0.31295759464160255
ground_nofloor_52_gt.ply,0.18821674587977652
ground_nofloor_299_gt.ply,0.15246896432737006
ground_nofloor_399_gt.ply,0.183532004640167
ground_nofloor_31_gt.ply,0.24103188543966256
ground_nofloor_153_gt.ply,0.16218125817042117
ground_nofloor_602_gt.ply,0.44459057912396904
ground_nofloor_106_gt.ply,0.21719282266744433
ground_nofloor_19_gt.ply,0.13964841457839447
ground_nofloor_64_gt.ply,0.22494493843838806
ground_nofloor_118_gt.ply,0.1963617104107472
ground_nofloor_583_gt.ply,0.22312049444748208
ground_nofloor_165_gt.ply,0.20055722126167688
ground_nofloor_483_gt.ply,0.24037962239094007
ground_nofloor_114_gt.ply,0.6313213630137047
ground_nofloor_169_gt.ply,0.29489562643637623
ground_nofloor_76_gt.ply,0.49134555549414516
ground_nofloor_15_gt.ply,0.4474860550341821
ground_nofloor_68_gt.ply,0.45514176921640964
ground_nofloor_491_gt.ply,0.19285863143366772
ground_nofloor_177_gt.ply,0.19269491932858562
ground_nofloor_626_gt.ply,0.18537189049396993
ground_nofloor_591_gt.ply,0.289180960961075
ground_nofloor_33_gt.ply,0.19153844329856995
ground_nofloor_151_gt.ply,0.21211904822631503
ground_nofloor_600_gt.ply,0.32040173844560343
ground_nofloor_285_gt.ply,0.2839588744350537
ground_nofloor_132_gt.ply,0.5584591943985499
ground_nofloor_385_gt.ply,0.17733197776675375
ground_nofloor_50_gt.ply,0.30567341850231106
ground_nofloor_21_gt.ply,0.5634457208948906
