base_name,Fscore_GT_to_Completed,Fscore_Completed_to_GT
ground_460_gt.ply,35.295275590551185,50.07874015748032
ground_58_gt.ply,34.724409448818896,46.574803149606296
ground_304_gt.ply,35.96456692913386,51.811023622047244
ground_6_gt.ply,34.03543307086615,50.55118110236221
ground_527_gt.ply,34.50787401574804,49.19291338582677
ground_356_gt.ply,36.14173228346457,55.15748031496063
ground_76_gt.ply,35.17716535433071,55.03937007874015
ground_248_gt.ply,36.00393700787402,58.18897637795275
ground_104_gt.ply,36.811023622047244,52.125984251968504
ground_522_gt.ply,35.82677165354331,50.0
ground_11_gt.ply,36.417322834645674,59.60629921259842
ground_216_gt.ply,34.60629921259843,54.389763779527556
ground_129_gt.ply,33.85826771653544,48.464566929133866
ground_386_gt.ply,34.74409448818897,53.897637795275585
ground_591_gt.ply,34.60629921259843,51.00393700787402
ground_79_gt.ply,36.35826771653544,56.25984251968503
ground_204_gt.ply,35.41338582677166,57.99212598425198
ground_787_gt.ply,35.45275590551181,54.94094488188976
ground_111_gt.ply,36.71259842519685,55.70866141732284
ground_110_gt.ply,34.38976377952756,56.968503937007874
ground_338_gt.ply,34.724409448818896,44.84251968503937
ground_340_gt.ply,37.02755905511811,58.6023622047244
ground_432_gt.ply,35.590551181102356,48.267716535433074
ground_114_gt.ply,35.66929133858268,52.32283464566929
ground_239_gt.ply,35.64960629921259,48.68110236220472
ground_227_gt.ply,34.330708661417326,50.98425196850393
ground_78_gt.ply,35.35433070866142,48.188976377952756
ground_127_gt.ply,35.76771653543307,52.539370078740156
ground_242_gt.ply,32.44094488188977,45.49212598425197
ground_487_gt.ply,35.17716535433071,51.20078740157481
ground_797_gt.ply,32.10629921259843,45.82677165354331
ground_665_gt.ply,34.960629921259844,52.224409448818896
ground_631_gt.ply,35.295275590551185,47.38188976377952
