base_name,Precision,Recall,Fscore
ground_576_gt.ply,48.2421875,52.15729783037475,50.123407169798284
ground_562_gt.ply,39.697265625,44.52662721893491,41.97348966927265
ground_701_gt.ply,31.93359375,36.612426035502956,34.11332540906906
ground_451_gt.ply,43.75,45.993589743589745,44.84375000000001
ground_14_gt.ply,45.99609375,47.97830374753452,46.966293286327726
ground_762_gt.ply,49.609375,52.00936883629191,50.781030835601584
ground_284_gt.ply,43.26171875,47.86735700197239,45.44815403508253
ground_728_gt.ply,41.064453125,45.278599605522686,43.06868641463597
ground_109_gt.ply,45.1171875,50.4068047337278,47.61554049966728
ground_63_gt.ply,50.732421875,57.70463510848126,53.99438114430508
ground_258_gt.ply,45.703125,49.05078895463511,47.317820349153955
ground_250_gt.ply,47.412109375,48.81656804733728,48.10408966579495
ground_676_gt.ply,48.779296875,52.37919132149902,50.515189957776585
ground_195_gt.ply,33.154296875,36.612426035502956,34.79765686148647
ground_754_gt.ply,43.84765625,48.13856015779093,45.8930287731671
ground_696_gt.ply,51.171875,52.5887573964497,51.87064222227173
ground_529_gt.ply,44.53125,48.75493096646943,46.54747352946034
ground_61_gt.ply,47.998046875,51.61489151873767,49.74080721867667
ground_639_gt.ply,39.501953125,43.552761341222876,41.428572670970226
ground_388_gt.ply,51.26953125,54.19132149901381,52.689952312157196
ground_544_gt.ply,41.455078125,47.4112426035503,44.233557775776475
ground_164_gt.ply,42.822265625,47.768737672583825,45.1604574124611
ground_240_gt.ply,41.9921875,49.22337278106509,45.321151190340444
ground_169_gt.ply,46.142578125,48.22485207100592,47.16074178625117
ground_408_gt.ply,46.6796875,47.58382642998028,47.12742089066708
ground_283_gt.ply,40.0390625,44.57593688362919,42.185870965685844
ground_160_gt.ply,50.29296875,51.59023668639053,50.93334373138985
ground_461_gt.ply,47.55859375,50.82593688362918,49.13801120245272
ground_355_gt.ply,40.625,43.75,42.129629629629626
ground_466_gt.ply,46.533203125,50.727317554240635,48.539830041063844
ground_295_gt.ply,43.75,46.84418145956607,45.24425091849231
ground_711_gt.ply,43.603515625,52.72435897435898,47.732131948686614
ground_162_gt.ply,44.287109375,45.21696252465483,44.747205851813035
ground_452_gt.ply,40.673828125,41.395463510848124,41.031473147490765
ground_507_gt.ply,39.892578125,44.02120315581854,41.85532481662605
ground_133_gt.ply,45.01953125,49.07544378698225,46.96007357050302
ground_763_gt.ply,47.607421875,53.464003944773175,50.366033135104594
ground_293_gt.ply,43.310546875,47.374260355029584,45.25135326296472
ground_612_gt.ply,46.6796875,48.17554240631164,47.4158202323853
ground_579_gt.ply,49.0234375,55.43639053254438,52.03306338300862
ground_260_gt.ply,50.830078125,53.624260355029584,52.18979666914687
ground_125_gt.ply,48.2421875,51.88609467455622,49.99783584759751
ground_598_gt.ply,45.01953125,50.13560157790927,47.440032185257536
ground_641_gt.ply,38.037109375,39.52169625246548,38.765194251733156
ground_530_gt.ply,47.119140625,50.727317554240635,48.856701690494354
ground_593_gt.ply,46.044921875,51.134122287968445,48.45626310025817
ground_155_gt.ply,45.849609375,50.8629191321499,48.2263262036186
ground_158_gt.ply,45.703125,47.645463510848124,46.65408677853069
ground_624_gt.ply,45.703125,48.53303747534517,47.07559009410438
ground_746_gt.ply,34.716796875,37.22879684418146,35.92894327857924
ground_228_gt.ply,48.388671875,50.02465483234714,49.19306539734856
ground_366_gt.ply,55.029296875,57.79092702169625,56.37631215251486
ground_477_gt.ply,50.1953125,50.91222879684418,50.551228953855656
ground_69_gt.ply,42.431640625,46.17850098619329,44.22585322219698
ground_669_gt.ply,46.044921875,50.06163708086785,47.969341392852456
ground_509_gt.ply,40.72265625,43.293885601577905,41.9689261715732
ground_320_gt.ply,41.162109375,42.726824457593686,41.92987420914323
ground_502_gt.ply,38.671875,42.82544378698225,40.64281460052752
ground_367_gt.ply,42.87109375,41.82692307692308,42.34257206208426
ground_601_gt.ply,36.865234375,39.595660749506905,38.18169565989563
ground_715_gt.ply,42.041015625,45.11834319526627,43.52535394753853
ground_629_gt.ply,41.552734375,47.68244575936883,44.407060085628466
ground_316_gt.ply,42.578125,50.51775147928994,46.20937507758771
ground_178_gt.ply,40.966796875,43.77465483234714,42.32420749607058
ground_420_gt.ply,46.19140625,47.879684418145956,47.02039571077854
ground_36_gt.ply,44.775390625,45.62376725838264,45.19559802566886
ground_415_gt.ply,31.201171875,34.06065088757396,32.56826663833291
ground_34_gt.ply,47.4609375,52.45315581854043,49.83232829916602
ground_40_gt.ply,43.701171875,46.005917159763314,44.82393787823645
ground_151_gt.ply,40.91796875,45.019723865877715,42.87095913806899
ground_626_gt.ply,41.6015625,45.64842209072978,43.531140860181814
ground_681_gt.ply,43.896484375,47.91666666666667,45.81856053891154
ground_640_gt.ply,40.380859375,45.697731755424066,42.87509020625766
ground_95_gt.ply,39.404296875,42.209072978303745,40.75848958191973
ground_782_gt.ply,43.45703125,47.42357001972387,45.353739643891885
ground_775_gt.ply,44.873046875,46.819526627218934,45.82562649869706
ground_266_gt.ply,48.2421875,53.39003944773175,50.685739573422886
ground_723_gt.ply,44.23828125,48.42209072978304,46.23573211824647
ground_321_gt.ply,34.9609375,41.24753451676529,37.84493870845444
ground_634_gt.ply,37.646484375,42.2707100591716,39.8248120953135
ground_571_gt.ply,41.552734375,47.52218934911242,44.337437033529135
ground_16_gt.ply,51.07421875,54.94329388560158,52.93815598945512
ground_145_gt.ply,52.44140625,56.87869822485207,54.56999762137591
ground_596_gt.ply,42.724609375,48.00295857988166,45.21024205541703
ground_23_gt.ply,43.896484375,44.72386587771203,44.30631280720992
ground_484_gt.ply,47.65625,49.16173570019724,48.397287962948226
ground_798_gt.ply,45.21484375,48.53303747534517,46.81521710097821
ground_656_gt.ply,41.11328125,43.713017751479285,42.37331144369435
ground_373_gt.ply,41.796875,46.831854043392504,44.171346483183086
ground_486_gt.ply,43.84765625,51.83678500986193,47.50869629984519
ground_436_gt.ply,48.974609375,54.79536489151874,51.721735696499515
ground_433_gt.ply,49.267578125,50.83826429980276,50.04059897925315
ground_435_gt.ply,43.65234375,50.899901380670606,46.99835501186633
ground_196_gt.ply,48.14453125,54.33925049309665,51.05466833814793
ground_334_gt.ply,47.75390625,50.505424063116365,49.091140314938706
ground_608_gt.ply,41.30859375,46.42504930966469,43.717630657431094
ground_518_gt.ply,40.185546875,45.438856015779095,42.65104845630655
ground_143_gt.ply,41.845703125,48.48372781065089,44.92081172974754
ground_697_gt.ply,36.5234375,42.91173570019724,39.460708240988154
ground_209_gt.ply,37.841796875,42.7638067061144,40.15252575699827
ground_712_gt.ply,48.974609375,51.88609467455622,50.38832997699741
ground_185_gt.ply,43.359375,47.645463510848124,45.4014875081487
ground_126_gt.ply,45.458984375,53.80917159763313,49.28287962884809
ground_140_gt.ply,47.8515625,50.850591715976336,49.30551489959604
ground_607_gt.ply,35.986328125,39.1025641025641,37.47978324301793
ground_10_gt.ply,49.4140625,52.625739644970416,50.96935770672647
ground_237_gt.ply,39.74609375,42.7638067061144,41.19976538699474
ground_594_gt.ply,46.337890625,50.221893491124256,48.201777352223935
ground_784_gt.ply,44.62890625,47.6577909270217,46.09364401208041
ground_638_gt.ply,45.947265625,49.07544378698225,47.459864390288395
ground_179_gt.ply,47.36328125,54.857001972386584,50.83546104636374
ground_806_gt.ply,43.9453125,50.875246548323474,47.15704337792873
ground_370_gt.ply,51.3671875,55.7569033530572,53.47210484865702
ground_652_gt.ply,37.353515625,41.43244575936883,39.287392902502624
ground_630_gt.ply,35.3515625,41.71597633136095,38.27097548174252
ground_398_gt.ply,46.435546875,47.59615384615385,47.008687837028155
ground_220_gt.ply,34.9609375,37.0069033530572,35.95483815712703
ground_599_gt.ply,43.603515625,49.22337278106509,46.24332757520581
ground_505_gt.ply,35.83984375,40.37228796844182,37.97129039677104
ground_708_gt.ply,37.744140625,44.625246548323474,40.89727115732908
ground_422_gt.ply,50.439453125,50.38214990138067,50.41078522868712
ground_443_gt.ply,45.751953125,45.19230769230769,45.47040845826623
ground_303_gt.ply,50.146484375,54.32692307692307,52.15306489304332
ground_52_gt.ply,45.60546875,51.183431952662716,48.233720798333124
ground_765_gt.ply,43.896484375,50.036982248520715,46.766028943604574
ground_226_gt.ply,37.158203125,42.43096646942801,39.61992514547986
