base_name,Hausdorff_Distance
ground_779_gt.ply,0.4311906046680708
ground_679_gt.ply,0.5174095630339388
ground_128_gt.ply,0.1600328261017712
ground_1417_gt.ply,0.12255219668630657
ground_1346_gt.ply,0.1264246942904273
ground_1246_gt.ply,0.517739122397412
ground_704_gt.ply,0.2704213305711902
ground_604_gt.ply,0.15109406991487295
ground_155_gt.ply,0.23003594546851708
ground_911_gt.ply,0.5416923127900911
ground_811_gt.ply,0.5329009072501412
ground_972_gt.ply,0.6510092273126582
ground_1409_gt.ply,0.27122717263562357
ground_1358_gt.ply,0.12245847568038001
ground_872_gt.ply,0.6508084626796956
ground_1258_gt.ply,0.8077377261094841
ground_62_gt.ply,0.12210568251512256
ground_281_gt.ply,0.33961189866570324
ground_767_gt.ply,0.43420215117087346
ground_381_gt.ply,0.23911833505917865
ground_667_gt.ply,0.4015196417112947
ground_136_gt.ply,0.14753214822946414
ground_1192_gt.ply,0.49358779691541427
ground_1325_gt.ply,0.20847391125021209
ground_1092_gt.ply,0.527506997006398
ground_1225_gt.ply,0.4418959016781372
ground_1254_gt.ply,0.7506629288237704
ground_1354_gt.ply,0.13240748673965497
ground_1405_gt.ply,0.1456466475733684
ground_147_gt.ply,0.12238033180134907
ground_616_gt.ply,0.15351417556290126
ground_716_gt.ply,0.6133011546203861
ground_1229_gt.ply,0.6336464367945663
ground_803_gt.ply,0.5983735943912384
ground_13_gt.ply,0.22340985816862807
ground_1329_gt.ply,0.16716127508433007
ground_903_gt.ply,0.3088266201461501
ground_860_gt.ply,0.5199287543284068
ground_70_gt.ply,0.18538670796598564
ground_960_gt.ply,0.5297869276036926
ground_124_gt.ply,0.21785291817325284
ground_675_gt.ply,0.583165859702824
ground_393_gt.ply,0.12026137801260983
ground_775_gt.ply,0.32846947102118906
ground_293_gt.ply,0.3475933126870985
ground_1237_gt.ply,0.5435669829792955
ground_1080_gt.ply,0.6442789539544186
ground_1337_gt.ply,0.1440985077548078
ground_1180_gt.ply,0.41282025207044043
ground_159_gt.ply,0.1810467493495216
ground_608_gt.ply,0.11506914419548775
ground_708_gt.ply,0.5596838671766866
ground_58_gt.ply,0.1493759990750067
ground_848_gt.ply,0.7063012775092321
ground_1262_gt.ply,0.39117346933005837
ground_1433_gt.ply,0.13730607520875338
ground_948_gt.ply,0.6261652639884613
ground_1362_gt.ply,0.11870761609233746
ground_25_gt.ply,0.14043216305684408
ground_835_gt.ply,0.7001157044341068
ground_935_gt.ply,0.6404204284388069
ground_620_gt.ply,0.11908034199599532
ground_171_gt.ply,0.20580204285548911
ground_497_gt.ply,0.15291179352691006
ground_720_gt.ply,0.3572735929733534
ground_597_gt.ply,0.12747332818887677
ground_6_gt.ply,0.1529534292680061
ground_643_gt.ply,0.12247533758037883
ground_112_gt.ply,0.2396054607322414
ground_743_gt.ply,0.6073114184873085
ground_46_gt.ply,0.14395430008055235
ground_856_gt.ply,0.33909907222384494
ground_956_gt.ply,0.43671156260167265
ground_489_gt.ply,0.1099890317614521
ground_589_gt.ply,0.17167174148118733
ground_1201_gt.ply,0.5014152474724878
ground_1301_gt.ply,0.13931216717542952
ground_1370_gt.ply,0.1516191617912084
ground_1421_gt.ply,0.19719811395293096
ground_1270_gt.ply,0.5585167713233092
ground_927_gt.ply,0.5019741184755419
ground_37_gt.ply,0.15527238256567888
ground_827_gt.ply,0.5176360543923815
ground_585_gt.ply,0.1968360877991027
ground_732_gt.ply,0.43951236269574256
ground_485_gt.ply,0.17856786945430736
ground_163_gt.ply,0.21321857188547227
ground_632_gt.ply,0.24061715880111095
ground_751_gt.ply,0.5605224462491767
ground_100_gt.ply,0.17210773399632667
ground_651_gt.ply,0.41745832740792144
ground_944_gt.ply,0.5965495491281791
ground_54_gt.ply,0.19182877974249046
ground_844_gt.ply,0.6208453820366517
ground_1313_gt.ply,0.12820961970118946
ground_939_gt.ply,0.38444031296504244
ground_1442_gt.ply,0.1889575281966359
ground_29_gt.ply,0.1124729059606505
ground_1213_gt.ply,0.2835475717948904
ground_839_gt.ply,0.6572776809037101
ground_1173_gt.ply,0.7207048998081561
ground_1073_gt.ply,0.6306305175879946
ground_260_gt.ply,0.18070913730727625
ground_531_gt.ply,0.12832866601369894
ground_786_gt.ply,0.3714785870318968
ground_360_gt.ply,0.19681683970060704
ground_431_gt.ply,0.13635391003924216
ground_686_gt.ply,0.4311721568847763
ground_993_gt.ply,0.33350157342548337
ground_893_gt.ply,0.3562884452075094
ground_83_gt.ply,0.12169865860128967
ground_203_gt.ply,0.13445537215581865
ground_552_gt.ply,0.13737219346692456
ground_303_gt.ply,0.15274229044199578
ground_452_gt.ply,0.20285255287470605
ground_1110_gt.ply,0.6392605516799552
ground_1010_gt.ply,0.7971908219517941
ground_798_gt.ply,0.6369842710310286
ground_698_gt.ply,0.4387044673095206
ground_1061_gt.ply,0.7033178104741772
ground_1161_gt.ply,0.5565964122359724
ground_694_gt.ply,0.5645815304011521
ground_423_gt.ply,0.09786552086353772
ground_372_gt.ply,0.20301283789174482
ground_794_gt.ply,0.7528753114227998
ground_523_gt.ply,0.256781468638706
ground_272_gt.ply,0.1347886178245264
ground_881_gt.ply,0.5148817661574857
ground_91_gt.ply,0.18095098105889498
ground_981_gt.ply,0.38501186358702555
ground_440_gt.ply,0.18423724497590574
ground_311_gt.ply,0.14617318292138495
ground_540_gt.ply,0.1307682699285003
ground_211_gt.ply,0.14497348509758565
ground_1002_gt.ply,0.742649107196399
ground_1102_gt.ply,0.5436314424210162
ground_1057_gt.ply,0.45618946138935706
ground_1157_gt.ply,0.7960681116239108
ground_339_gt.ply,0.08898479359971397
ground_468_gt.ply,0.11293078145818929
ground_239_gt.ply,0.12420196851741014
ground_568_gt.ply,0.1655354562072808
ground_344_gt.ply,0.4873419102803623
ground_415_gt.ply,0.21549721208943742
ground_244_gt.ply,0.11998318308442267
ground_515_gt.ply,0.10356922062658086
ground_190_gt.ply,0.17922646729098957
ground_327_gt.ply,0.09710993882520746
ground_476_gt.ply,0.18463843306170197
ground_227_gt.ply,0.2011327130112059
ground_576_gt.ply,0.12310774047628514
